Data,Pattern,Order,Call Count,Enumerate time (seconds)
yeast,query_sparse_32_65,DPiso,524068691,22.72619672
yeast,query_sparse_8_44,TurboISO,10,7.99e-06
yeast,query_dense_32_64,DPiso,6703,0.00023719
yeast,query_dense_16_13,GraphQL,6304626444,860.10140266
yeast,query_sparse_32_45,ORBIT,7297792483,528.75184468
yeast,query_sparse_16_184,DPiso,457246272,28.90461951
yeast,query_dense_4_45,GraphQL,997,0.00043554
yeast,query_sparse_16_71,DPiso,4827821,0.46790083
yeast,query_dense_16_25,VF2++,853455,0.12648
yeast,query_dense_8_126,ORBIT,41,1.135e-05
yeast,query_dense_16_53,GraphQL,41,1.866e-05
yeast,query_dense_4_140,TurboISO,79,2.04e-05
yeast,query_dense_16_59,VF2++,2140,0.00027999
yeast,query_dense_8_181,GraphQL,66,2.823e-05
yeast,query_dense_24_11,VF2++,4861858034,462.69867144
yeast,query_sparse_24_198,TurboISO,17054975061,1253.18460153
yeast,query_sparse_8_41,TurboISO,39981727,13.82996183
yeast,query_dense_32_66,DPiso,756312431,48.3307248
yeast,query_dense_4_197,TurboISO,3,5.5e-06
yeast,query_dense_24_96,VF2++,22652,0.0011691
yeast,query_dense_4_47,ORBIT,38,9.83e-06
yeast,query_sparse_24_176,VF2++,970620,0.02237791
yeast,query_dense_32_74,DPiso,4584,0.00025693
yeast,query_dense_16_122,DPiso,45171555,6.09533439
yeast,query_sparse_16_58,ORBIT,211699085,12.68185817
yeast,query_dense_4_131,VF2++,109,1.037e-05
yeast,query_sparse_8_87,GraphQL,22568,0.00451972
yeast,query_dense_4_45,VF2++,2856,0.00068711
yeast,query_sparse_24_54,TurboISO,33285083,2.24736614
yeast,query_sparse_8_189,GraphQL,4089360,1.33969199
yeast,query_sparse_8_166,GraphQL,0,8.19e-06
yeast,query_sparse_24_183,GraphQL,228140,0.03866812
yeast,query_sparse_16_193,GraphQL,7238,0.00099512
yeast,query_dense_24_197,TurboISO,11166,0.00071468
yeast,query_sparse_16_56,GraphQL,7136755,0.42594527
yeast,query_dense_16_11,GraphQL,3002,7.749e-05
yeast,query_dense_32_33,TurboISO,1390844,0.08986628
yeast,query_dense_4_193,ORBIT,33,9.48e-06
yeast,query_sparse_16_51,GraphQL,65664,0.00562556
yeast,query_sparse_24_7,TurboISO,1222857640,42.90395254
yeast,query_dense_32_194,VF2++,216,2.413e-05
yeast,query_sparse_16_165,TurboISO,5729,0.00040888
yeast,query_sparse_8_107,VF2++,469,3.857e-05
yeast,query_sparse_16_34,VF2++,16313997,1.36192491
yeast,query_sparse_24_46,ORBIT,535682857,29.07384031
yeast,query_dense_8_28,DPiso,696433,0.06472536
yeast,query_sparse_32_133,ORBIT,5327336191,227.57459974
yeast,query_dense_4_79,DPiso,1287,8.148e-05
yeast,query_sparse_16_124,TurboISO,14614,0.00213802
yeast,query_sparse_24_72,VF2++,4551739826,122.52640776
yeast,query_dense_16_142,ORBIT,311,4.734e-05
yeast,query_sparse_16_36,DPiso,1466429,0.07028412
yeast,query_dense_32_106,GraphQL,8282304,0.90783314
yeast,query_sparse_8_138,GraphQL,5930,0.00048653
yeast,query_dense_16_101,TurboISO,457,5.555e-05
yeast,query_dense_4_200,DPiso,5,1.903e-05
yeast,query_sparse_16_4,TurboISO,10521,0.00111038
yeast,query_sparse_24_129,VF2++,139650220,3.4720086
yeast,query_dense_8_86,GraphQL,10,2.833e-05
yeast,query_dense_16_19,GraphQL,83,2.002e-05
yeast,query_sparse_16_153,TurboISO,68625,0.00998517
yeast,query_dense_24_111,DPiso,7308654,0.30656007
yeast,query_dense_16_37,TurboISO,2662,0.00054311
yeast,query_dense_16_65,ORBIT,83103,0.00393821
yeast,query_sparse_8_135,DPiso,80,2.439e-05
yeast,query_sparse_16_37,ORBIT,4935424,0.20626759
yeast,query_sparse_32_112,TurboISO,205275399,7.02347979
yeast,query_dense_4_7,TurboISO,28,6.84e-06
yeast,query_dense_8_25,VF2++,347,7.98e-05
yeast,query_sparse_32_72,TurboISO,3422180,0.69108088
yeast,query_sparse_16_74,TurboISO,1043133,0.07055651
yeast,query_dense_32_196,VF2++,59848,0.00293143
yeast,query_dense_4_186,VF2++,643,5.362e-05
yeast,query_dense_4_21,DPiso,278,4.504e-05
yeast,query_dense_8_82,TurboISO,118,2.383e-05
yeast,query_dense_4_50,GraphQL,27,9.09e-06
yeast,query_dense_8_25,DPiso,364,8.525e-05
yeast,query_sparse_24_86,TurboISO,4275076262,244.90017453
yeast,query_dense_8_99,DPiso,9732,0.00250934
yeast,query_sparse_8_66,GraphQL,1670,0.00029873
yeast,query_dense_8_139,DPiso,672,0.00014398
yeast,query_sparse_32_65,GraphQL,20732760,1.18198539
yeast,query_sparse_24_96,DPiso,139566883,8.17249056
yeast,query_sparse_8_198,GraphQL,7,9.98e-06
yeast,query_dense_16_107,TurboISO,4207055,0.61245881
yeast,query_dense_32_139,DPiso,9301763092,852.45615692
yeast,query_sparse_16_84,TurboISO,68191,0.00802457
yeast,query_dense_8_58,TurboISO,20,8.99e-06
yeast,query_dense_32_85,GraphQL,2221,0.00021275
yeast,query_dense_8_71,ORBIT,33,1.523e-05
yeast,query_dense_32_157,GraphQL,1960156215,149.45732874
yeast,query_sparse_32_176,TurboISO,1729250321,93.24047588
yeast,query_dense_4_77,GraphQL,1036,0.00034031
yeast,query_sparse_24_13,VF2++,2979640,0.62300932
yeast,query_sparse_16_167,ORBIT,319366,0.01771447
yeast,query_dense_4_29,VF2++,6194,0.00045074
yeast,query_sparse_32_133,GraphQL,5474865788,391.31253853
yeast,query_dense_32_43,DPiso,25319657,0.89744094
yeast,query_dense_4_112,ORBIT,195,6.415e-05
yeast,query_dense_32_94,GraphQL,87,2.295e-05
yeast,query_sparse_32_72,VF2++,257268313,6.00689905
yeast,query_dense_8_17,GraphQL,295,4.686e-05
yeast,query_sparse_24_37,DPiso,0,1.034e-05
yeast,query_dense_4_83,TurboISO,2624,0.00019131
yeast,query_sparse_16_20,DPiso,22523,0.00131402
yeast,query_sparse_8_34,VF2++,26435638,3.87748021
yeast,query_sparse_8_39,GraphQL,2119382,0.34186751
yeast,query_sparse_32_176,GraphQL,1784823582,88.65301044
yeast,query_dense_8_107,ORBIT,7,8.82e-06
yeast,query_dense_8_31,TurboISO,22066192,4.82715622
yeast,query_sparse_16_30,DPiso,6218,0.00028326
yeast,query_dense_8_97,DPiso,1951,0.00031029
yeast,query_dense_8_147,ORBIT,4768028,0.62463083
yeast,query_sparse_8_99,VF2++,207724,0.06690659
yeast,query_dense_8_162,DPiso,2639,0.00080751
yeast,query_dense_8_132,ORBIT,12403,0.00166564
yeast,query_sparse_8_19,VF2++,115,1.325e-05
yeast,query_sparse_24_47,VF2++,2029134505,143.37549338
yeast,query_dense_8_177,ORBIT,6978,0.00271255
yeast,query_dense_32_193,DPiso,617502204,46.42917113
yeast,query_sparse_8_115,DPiso,2480393,0.6120205
yeast,query_sparse_8_19,ORBIT,124,1.38e-05
yeast,query_sparse_24_158,DPiso,1721658,0.05254926
yeast,query_dense_32_34,VF2++,1809365,0.05103343
yeast,query_sparse_8_109,ORBIT,15,9.21e-06
yeast,query_dense_24_77,DPiso,10843,0.00115411
yeast,query_dense_8_77,VF2++,6860,0.00129987
yeast,query_dense_24_56,GraphQL,956941,0.12857727
yeast,query_sparse_32_103,ORBIT,129861577,16.89519111
yeast,query_dense_4_37,DPiso,493,3.741e-05
yeast,query_dense_8_169,VF2++,31,1.237e-05
yeast,query_sparse_24_33,VF2++,2554382,0.1350144
yeast,query_dense_16_69,VF2++,6891,0.00053012
yeast,query_dense_4_20,VF2++,765,7.132e-05
yeast,query_sparse_16_127,TurboISO,34347,0.00105765
yeast,query_sparse_16_64,TurboISO,1276922,0.16356229
yeast,query_sparse_16_107,ORBIT,3361950099,261.99155524
yeast,query_dense_4_92,DPiso,1642,0.00021173
yeast,query_dense_32_93,DPiso,15224,0.00089784
yeast,query_sparse_8_184,ORBIT,93709,0.00875925
yeast,query_dense_24_65,TurboISO,5118,0.00082569
yeast,query_dense_16_159,VF2++,22146,0.00219925
yeast,query_sparse_16_109,VF2++,49698205,2.86185069
yeast,query_dense_24_140,ORBIT,32202,0.0022882
yeast,query_dense_24_16,TurboISO,67002779,6.79197556
yeast,query_sparse_16_177,GraphQL,15276,0.00109082
yeast,query_sparse_24_152,VF2++,544191567,14.08577328
yeast,query_sparse_16_49,GraphQL,38330,0.0108783
yeast,query_dense_16_74,TurboISO,83,1.662e-05
yeast,query_dense_8_152,DPiso,1646,0.00023092
yeast,query_dense_4_5,ORBIT,78,2.196e-05
yeast,query_dense_32_60,ORBIT,4671677,0.1084043
yeast,query_dense_4_66,DPiso,8503,0.00054281
yeast,query_dense_24_174,ORBIT,602,5.112e-05
yeast,query_dense_24_79,ORBIT,19732426,0.91093006
yeast,query_dense_8_83,GraphQL,126,2.706e-05
yeast,query_sparse_16_32,TurboISO,543,7.751e-05
yeast,query_dense_24_78,TurboISO,493,8.706e-05
yeast,query_sparse_24_154,ORBIT,103559163,5.23147021
yeast,query_sparse_8_156,DPiso,521,5.392e-05
yeast,query_dense_24_1,GraphQL,111380,0.0110349
yeast,query_dense_4_6,ORBIT,290,6.319e-05
yeast,query_dense_4_3,VF2++,32,8.28e-06
yeast,query_sparse_8_175,ORBIT,41487,0.01030823
yeast,query_sparse_16_25,DPiso,789585942,74.71814412
yeast,query_sparse_16_73,GraphQL,4072973,0.69962468
yeast,query_sparse_24_14,GraphQL,386074,0.02118936
yeast,query_dense_24_83,ORBIT,42629,0.00742575
yeast,query_dense_24_18,GraphQL,2339,0.00027886
yeast,query_sparse_16_185,GraphQL,574041,0.04543256
yeast,query_sparse_32_89,DPiso,59210,0.00149102
yeast,query_sparse_24_179,TurboISO,31882477,3.54575058
yeast,query_sparse_8_180,TurboISO,624419,0.08742404
yeast,query_dense_8_56,DPiso,26721,0.00131202
yeast,query_sparse_8_124,ORBIT,4329041,0.37795878
yeast,query_sparse_16_134,DPiso,891398522,69.05572085
yeast,query_dense_24_158,TurboISO,103,2.011e-05
yeast,query_sparse_16_154,ORBIT,25558116,0.9558763
yeast,query_dense_4_43,ORBIT,671,0.00014995
yeast,query_dense_16_184,TurboISO,93657774,5.86389987
yeast,query_dense_32_60,GraphQL,17043098,2.40847349
yeast,query_dense_24_194,DPiso,12346,0.00080396
yeast,query_sparse_16_197,DPiso,270284,0.02589881
yeast,query_dense_16_48,VF2++,63903554,23.50005478
yeast,query_sparse_24_84,TurboISO,8158995,0.46609334
yeast,query_dense_4_125,ORBIT,978,6.25e-05
yeast,query_sparse_32_27,DPiso,7639872567,491.57499289
yeast,query_dense_8_168,GraphQL,811572,0.40555671
yeast,query_dense_4_68,TurboISO,1504,0.00021665
yeast,query_dense_32_90,VF2++,10689,0.00059785
yeast,query_sparse_8_113,GraphQL,4279,0.00193166
yeast,query_dense_24_148,DPiso,171157,0.0053313
yeast,query_dense_16_155,VF2++,421,2.706e-05
yeast,query_dense_4_92,TurboISO,1725,0.00021118
yeast,query_dense_4_61,VF2++,265,7.717e-05
yeast,query_sparse_16_139,VF2++,27272984,2.21445822
yeast,query_dense_32_139,TurboISO,5213692767,1381.1097679
yeast,query_sparse_24_129,TurboISO,21606816,1.8630808
yeast,query_sparse_8_193,TurboISO,1681,0.0001463
yeast,query_dense_32_198,TurboISO,507193,0.01372703
yeast,query_sparse_16_172,ORBIT,4236648,0.19943626
yeast,query_sparse_32_19,DPiso,2382824469,52.88910533
yeast,query_sparse_24_172,VF2++,1609684065,60.05997515
yeast,query_sparse_32_28,GraphQL,48116019741,996.74023539
yeast,query_sparse_24_146,VF2++,61521,0.00329549
yeast,query_dense_32_96,VF2++,702367,0.08887858
yeast,query_sparse_16_132,DPiso,30936,0.00077439
yeast,query_dense_32_53,VF2++,44078274,1.49325726
yeast,query_dense_32_22,VF2++,5768,0.00042881
yeast,query_sparse_32_48,DPiso,748549378,46.7741217
yeast,query_dense_4_164,TurboISO,626,4.931e-05
yeast,query_dense_16_59,DPiso,4416,0.00055011
yeast,query_sparse_32_36,ORBIT,9373325607,429.50410501
yeast,query_sparse_16_53,GraphQL,3609,0.00038399
yeast,query_sparse_16_114,GraphQL,211065,0.05313836
yeast,query_dense_4_14,DPiso,1805,9.418e-05
yeast,query_sparse_16_194,VF2++,5341905650,291.90221387
yeast,query_dense_16_115,TurboISO,3886,0.00157269
yeast,query_sparse_24_17,ORBIT,89817635,3.56184897
yeast,query_dense_24_199,DPiso,30824,0.00172031
yeast,query_dense_32_89,DPiso,557,3.444e-05
yeast,query_dense_4_169,ORBIT,8,7.2e-06
yeast,query_dense_16_163,DPiso,735,6.502e-05
yeast,query_dense_32_17,GraphQL,402426,0.04158455
yeast,query_sparse_8_40,GraphQL,88332,0.04391021
yeast,query_sparse_24_79,ORBIT,558766056,33.82747879
yeast,query_dense_4_190,ORBIT,628,2.411e-05
yeast,query_sparse_8_173,ORBIT,4971692,0.38152743
yeast,query_dense_16_3,ORBIT,1641,0.00016019
yeast,query_dense_16_38,GraphQL,59147,0.01681948
yeast,query_sparse_24_33,DPiso,2572563,0.14977969
yeast,query_dense_8_144,VF2++,217,4.519e-05
yeast,query_sparse_16_67,VF2++,1195510,0.07736219
yeast,query_sparse_16_31,VF2++,68177,0.00155638
yeast,query_sparse_8_144,VF2++,574,7.705e-05
yeast,query_sparse_8_95,VF2++,189,2.158e-05
yeast,query_dense_16_12,GraphQL,14669,0.00336005
yeast,query_dense_4_83,VF2++,2624,0.00018368
yeast,query_dense_16_149,ORBIT,5167,0.00040768
yeast,query_dense_8_30,GraphQL,413701,0.37551021
yeast,query_sparse_24_64,DPiso,10858060652,633.59351117
yeast,query_dense_24_183,DPiso,4432,0.00021017
yeast,query_dense_24_183,VF2++,2532,9.984e-05
yeast,query_dense_4_68,GraphQL,1490,0.00032032
yeast,query_sparse_16_88,TurboISO,4362,0.00019881
yeast,query_sparse_32_79,GraphQL,4530944,0.28311899
yeast,query_sparse_8_169,TurboISO,187,3.456e-05
yeast,query_dense_4_29,TurboISO,6099,0.0004072
yeast,query_dense_16_193,DPiso,392,3.307e-05
yeast,query_sparse_8_28,ORBIT,2467586,0.07927356
yeast,query_dense_16_171,VF2++,568,4.553e-05
yeast,query_dense_16_8,DPiso,582431648,208.65517248
yeast,query_dense_4_98,VF2++,2225,0.00012047
yeast,query_dense_8_167,ORBIT,282638,0.01082398
yeast,query_sparse_32_70,GraphQL,1800515878,135.32856808
yeast,query_dense_32_132,GraphQL,78,2.116e-05
yeast,query_dense_8_129,VF2++,15897,0.00411863
yeast,query_sparse_16_100,DPiso,52948776,1.92912896
yeast,query_dense_8_196,ORBIT,11289,0.00169932
yeast,query_dense_16_184,VF2++,44604236,4.30953521
yeast,query_dense_4_38,GraphQL,938,0.00023126
yeast,query_dense_32_57,VF2++,36533,0.0014443
yeast,query_dense_32_30,DPiso,91288759,4.7701125
yeast,query_dense_8_36,DPiso,375,6.128e-05
yeast,query_sparse_24_27,DPiso,506150049,43.18519284
yeast,query_sparse_8_153,DPiso,43131,0.00272427
yeast,query_dense_32_89,VF2++,325,2.604e-05
yeast,query_sparse_8_56,GraphQL,11867,0.00183199
yeast,query_sparse_8_16,DPiso,39539908,4.89556807
yeast,query_dense_24_48,TurboISO,2211027,0.15212649
yeast,query_dense_32_178,TurboISO,5462,0.00076611
yeast,query_dense_32_147,VF2++,545,4.659e-05
yeast,query_sparse_32_133,VF2++,5806154483,257.02310488
yeast,query_sparse_16_185,TurboISO,6851184,0.59192579
yeast,query_dense_32_198,ORBIT,507294,0.01299816
yeast,query_dense_4_168,TurboISO,8,6.57e-06
yeast,query_dense_32_143,DPiso,1910354,0.06201687
yeast,query_dense_8_161,ORBIT,689779,0.06935416
yeast,query_dense_32_130,ORBIT,311409064,8.50903749
yeast,query_sparse_16_39,DPiso,113414,0.01272098
yeast,query_sparse_16_153,VF2++,64132,0.002552
yeast,query_sparse_24_1,DPiso,827924955,35.65270563
yeast,query_dense_32_39,TurboISO,256419,0.01402415
yeast,query_sparse_8_22,TurboISO,1954730,0.12192768
yeast,query_sparse_8_178,VF2++,326681,0.01358546
yeast,query_sparse_16_56,DPiso,7170124,0.41986682
yeast,query_sparse_16_19,VF2++,11055,0.00045485
yeast,query_dense_32_147,ORBIT,274,2.929e-05
yeast,query_sparse_16_47,TurboISO,27620,0.00065041
yeast,query_sparse_32_114,VF2++,32073874,1.3536941
yeast,query_dense_4_58,TurboISO,1215,0.00034828
yeast,query_dense_24_50,DPiso,24957,0.00265438
yeast,query_sparse_16_12,ORBIT,7720275,0.18954528
yeast,query_dense_16_65,DPiso,89439,0.00558814
yeast,query_dense_24_178,GraphQL,583199,0.0745942
yeast,query_dense_8_196,DPiso,3675,0.00130088
yeast,query_dense_16_196,TurboISO,1476060,0.25978703
yeast,query_dense_24_5,DPiso,3633,0.00018613
yeast,query_dense_4_68,VF2++,1355,0.0002167
yeast,query_sparse_8_159,TurboISO,2288617,0.90755942
yeast,query_sparse_32_70,VF2++,1885029431,123.35123745
yeast,query_dense_8_34,DPiso,6357084,2.0359115
yeast,query_dense_16_102,VF2++,132,2.57e-05
yeast,query_dense_24_140,TurboISO,1230620,0.20638487
yeast,query_dense_16_170,DPiso,27471,0.005355
yeast,query_dense_4_28,TurboISO,3073,0.00014615
yeast,query_dense_16_100,DPiso,49800,0.00766871
yeast,query_dense_24_118,GraphQL,92,2.674e-05
yeast,query_dense_32_121,GraphQL,132945,0.05045743
yeast,query_dense_24_179,DPiso,712462,0.02111049
yeast,query_dense_16_153,TurboISO,482,5.299e-05
yeast,query_dense_4_3,ORBIT,194,1.187e-05
yeast,query_sparse_16_26,ORBIT,27620171,1.83982792
yeast,query_sparse_24_9,DPiso,29332697485,1027.03352513
yeast,query_dense_32_170,ORBIT,166964,0.00796032
yeast,query_dense_4_13,DPiso,1612,0.00024558
yeast,query_sparse_16_90,VF2++,8416,0.00142534
yeast,query_sparse_24_54,ORBIT,26590524,1.34317822
yeast,query_dense_16_94,ORBIT,237657,0.02898006
yeast,query_sparse_32_92,DPiso,375571962,15.36173133
yeast,query_dense_8_40,VF2++,87301,0.06576517
yeast,query_dense_24_129,GraphQL,1304,0.00017297
yeast,query_sparse_16_33,GraphQL,505022687,20.77366608
yeast,query_sparse_8_53,GraphQL,10215,0.00079195
yeast,query_dense_32_146,TurboISO,3853495,0.1858889
yeast,query_dense_24_102,VF2++,698540,0.07631213
yeast,query_sparse_8_150,DPiso,11052,0.0019608
yeast,query_dense_8_68,TurboISO,8488997,2.63169018
yeast,query_sparse_24_64,ORBIT,2925226683,173.9885259
yeast,query_sparse_16_199,TurboISO,716289532,40.77596677
yeast,query_dense_16_21,ORBIT,113243,0.0036137
yeast,query_dense_32_154,GraphQL,498,0.00012687
yeast,query_dense_24_130,GraphQL,10377,0.0058025
yeast,query_dense_32_97,DPiso,197207,0.01264515
yeast,query_dense_4_125,DPiso,813,4.549e-05
yeast,query_sparse_24_182,VF2++,21206749,0.59074351
yeast,query_sparse_8_40,ORBIT,635250,0.01776088
yeast,query_sparse_32_156,VF2++,1405960729,41.15597807
yeast,query_sparse_8_71,DPiso,455,4.132e-05
yeast,query_dense_32_16,GraphQL,123661722,19.78114601
yeast,query_sparse_24_21,TurboISO,2669490,0.21938003
yeast,query_dense_16_1,GraphQL,245386,0.01047742
yeast,query_dense_8_42,DPiso,44609,0.01510138
yeast,query_sparse_16_5,GraphQL,1266516,0.23891181
yeast,query_dense_4_149,TurboISO,1592,0.00043785
yeast,query_sparse_24_176,TurboISO,642945,0.01887786
yeast,query_dense_16_164,ORBIT,532,2.508e-05
yeast,query_sparse_24_1,ORBIT,1759456037,51.80726823
yeast,query_sparse_16_147,DPiso,636616,0.02998421
yeast,query_dense_32_117,DPiso,31515598,3.7623736
yeast,query_sparse_16_83,ORBIT,348849837,8.55811732
yeast,query_dense_8_71,GraphQL,30,1.457e-05
yeast,query_sparse_8_115,VF2++,2479246,0.64108625
yeast,query_dense_16_184,ORBIT,25151123,1.81715592
yeast,query_dense_32_105,DPiso,3476,0.00016301
yeast,query_dense_24_171,ORBIT,273,2.963e-05
yeast,query_dense_4_173,DPiso,407,6.23e-05
yeast,query_dense_8_116,TurboISO,149295,0.01038865
yeast,query_dense_4_89,VF2++,4,6.79e-06
yeast,query_dense_4_42,ORBIT,259,5.081e-05
yeast,query_sparse_8_120,TurboISO,36832739,13.76110198
yeast,query_sparse_24_138,GraphQL,162936017,19.747866
yeast,query_dense_16_54,GraphQL,5286,0.00071197
yeast,query_dense_16_130,DPiso,466,9.939e-05
yeast,query_sparse_24_88,TurboISO,2263454963,521.42574839
yeast,query_sparse_8_96,TurboISO,70013,0.00723713
yeast,query_dense_4_169,TurboISO,7,6.93e-06
yeast,query_dense_4_35,TurboISO,115,3.65e-05
yeast,query_dense_24_160,VF2++,1507,9.373e-05
yeast,query_sparse_24_166,ORBIT,26729929874,1626.12319067
yeast,query_sparse_24_27,TurboISO,25929206,2.88713818
yeast,query_sparse_24_129,GraphQL,19681621,1.50901183
yeast,query_sparse_24_45,GraphQL,983914862,35.64891406
yeast,query_dense_16_164,TurboISO,337,1.818e-05
yeast,query_sparse_8_66,DPiso,1207,0.00015671
yeast,query_dense_16_197,ORBIT,2137,0.00022052
yeast,query_sparse_24_192,GraphQL,6083691,0.30390599
yeast,query_sparse_8_141,VF2++,42642794,12.95947948
yeast,query_sparse_8_123,TurboISO,462,9.43e-05
yeast,query_dense_32_75,TurboISO,1376907980,76.39570373
yeast,query_dense_24_76,GraphQL,528,4.394e-05
yeast,query_dense_4_97,ORBIT,2060,9.241e-05
yeast,query_dense_8_136,TurboISO,17130,0.00493638
yeast,query_sparse_16_5,VF2++,1060736,0.16249697
yeast,query_dense_4_109,VF2++,3077,0.00015176
yeast,query_dense_32_8,DPiso,7941,0.00035004
yeast,query_dense_24_51,TurboISO,643771,0.035692
yeast,query_sparse_8_123,DPiso,530,4.962e-05
yeast,query_dense_16_36,VF2++,5334,0.00031166
yeast,query_dense_4_28,ORBIT,2925,0.00014012
yeast,query_sparse_32_116,GraphQL,20157599048,539.79175354
yeast,query_dense_4_116,ORBIT,200,2.103e-05
yeast,query_dense_24_2,DPiso,14902502398,1356.46161555
yeast,query_dense_16_160,DPiso,106,1.889e-05
yeast,query_dense_24_19,VF2++,2250900,0.10971833
yeast,query_dense_32_58,ORBIT,516113620,76.41347795
yeast,query_dense_24_58,TurboISO,358,7.935e-05
yeast,query_dense_32_65,DPiso,4832,0.00021109
yeast,query_dense_32_6,TurboISO,5506979,0.34708993
yeast,query_sparse_32_128,DPiso,0,9.7e-06
yeast,query_dense_32_66,VF2++,749615405,41.9708879
yeast,query_sparse_16_169,TurboISO,1988046,0.08408826
yeast,query_dense_8_178,ORBIT,57639,0.00884837
yeast,query_dense_16_109,TurboISO,49059,0.01996727
yeast,query_dense_8_51,TurboISO,170077,0.05173023
yeast,query_dense_8_125,DPiso,43824,0.00579208
yeast,query_dense_32_101,ORBIT,12363,0.00109038
yeast,query_dense_24_196,GraphQL,1514,0.00036403
yeast,query_dense_16_44,ORBIT,62271,0.00594093
yeast,query_dense_4_103,TurboISO,568,4.177e-05
yeast,query_dense_24_131,ORBIT,4304,0.00016169
yeast,query_dense_16_24,GraphQL,41964,0.00411054
yeast,query_sparse_8_10,DPiso,24,1.123e-05
yeast,query_dense_16_63,VF2++,190800,0.00516685
yeast,query_dense_16_105,TurboISO,422,9.428e-05
yeast,query_dense_16_47,DPiso,5456,0.00015614
yeast,query_dense_4_162,TurboISO,1865,0.00083721
yeast,query_sparse_24_34,DPiso,1108465678,50.45476819
yeast,query_dense_32_26,DPiso,486985,0.03573986
yeast,query_dense_32_153,ORBIT,68783,0.00229944
yeast,query_dense_8_72,GraphQL,6498,0.00086993
yeast,query_sparse_8_107,TurboISO,201,2.271e-05
yeast,query_dense_8_96,VF2++,8711,0.00123112
yeast,query_sparse_8_172,ORBIT,680,0.00010055
yeast,query_dense_24_44,TurboISO,393,5.651e-05
yeast,query_sparse_8_45,DPiso,5288,0.00025664
yeast,query_dense_16_29,DPiso,451673,0.05045903
yeast,query_sparse_8_98,GraphQL,15454,0.00451201
yeast,query_sparse_24_7,DPiso,17631108005,451.67953869
yeast,query_dense_24_169,ORBIT,1711737,0.15026102
yeast,query_dense_4_117,GraphQL,1577,8.749e-05
yeast,query_dense_16_189,ORBIT,2119,6.643e-05
yeast,query_dense_24_108,VF2++,8741470,0.75954255
yeast,query_sparse_16_15,VF2++,2666,0.00016717
yeast,query_dense_24_198,DPiso,205291138,15.11053837
yeast,query_dense_4_185,DPiso,27,9.31e-06
yeast,query_sparse_16_142,GraphQL,596052916,49.48775915
yeast,query_sparse_32_150,VF2++,120406847,2.49157737
yeast,query_dense_32_200,ORBIT,697,3.778e-05
yeast,query_dense_8_60,GraphQL,78,2.705e-05
yeast,query_sparse_8_38,VF2++,276,4.241e-05
yeast,query_dense_4_148,VF2++,100,1.359e-05
yeast,query_sparse_16_33,VF2++,502354588,22.06446609
yeast,query_sparse_8_78,VF2++,2189,0.00030151
yeast,query_sparse_16_119,VF2++,647390,0.0657894
yeast,query_dense_32_98,TurboISO,11863,0.00171619
yeast,query_sparse_8_80,DPiso,3224388,0.24186682
yeast,query_dense_24_16,VF2++,5510644,1.99446397
yeast,query_sparse_16_17,DPiso,2372498298,205.58712979
yeast,query_dense_32_165,GraphQL,17217,0.00093719
yeast,query_dense_24_184,VF2++,134358036,4.19901478
yeast,query_dense_4_97,DPiso,2060,0.00010171
yeast,query_sparse_8_110,ORBIT,1473184,0.05268924
yeast,query_dense_16_104,DPiso,18550,0.00261277
yeast,query_dense_8_174,TurboISO,375,0.00011222
yeast,query_sparse_8_60,GraphQL,138,3.73e-05
yeast,query_sparse_16_89,TurboISO,1482,0.00012848
yeast,query_dense_16_35,TurboISO,84274,0.00842275
yeast,query_dense_4_198,DPiso,4390,0.00051226
yeast,query_dense_4_111,TurboISO,9,9.52e-06
yeast,query_dense_16_49,TurboISO,14787,0.0112041
yeast,query_sparse_24_90,DPiso,1517144460,57.06952887
yeast,query_sparse_24_106,GraphQL,47146714,3.76749384
yeast,query_dense_32_40,TurboISO,74565314,4.97283976
yeast,query_dense_8_64,VF2++,2720524,1.63717289
yeast,query_dense_16_111,GraphQL,32649,0.00224
yeast,query_dense_24_90,ORBIT,558,5.209e-05
yeast,query_sparse_16_111,TurboISO,6576542,0.69990227
yeast,query_dense_24_23,DPiso,106533,0.00462883
yeast,query_dense_8_39,DPiso,129955,0.02437992
yeast,query_sparse_8_19,DPiso,116,1.272e-05
yeast,query_sparse_24_93,VF2++,1712514370,138.23082346
yeast,query_dense_16_154,GraphQL,11217707,4.02911527
yeast,query_sparse_32_82,TurboISO,3450929804,78.37401047
yeast,query_dense_4_112,TurboISO,195,5.682e-05
yeast,query_dense_8_27,GraphQL,141871,0.00629749
yeast,query_dense_8_30,DPiso,978003,0.03468739
yeast,query_dense_24_47,GraphQL,35992,0.00837188
yeast,query_dense_16_36,GraphQL,4269,0.0003183
yeast,query_dense_8_15,GraphQL,6332512,1.9809117
yeast,query_dense_8_92,GraphQL,1386,0.00028894
yeast,query_sparse_8_66,TurboISO,1020,0.00016043
yeast,query_dense_24_71,GraphQL,31,1.782e-05
yeast,query_dense_16_79,VF2++,1065470820,152.36796722
yeast,query_sparse_32_175,ORBIT,7726616923,600.93735536
yeast,query_sparse_16_53,DPiso,50909,0.00221501
yeast,query_dense_32_36,GraphQL,16519,0.00175061
yeast,query_sparse_16_179,TurboISO,115068270,7.27749303
yeast,query_dense_32_117,ORBIT,14365523,1.10405427
yeast,query_dense_16_179,TurboISO,6474,0.00085876
yeast,query_sparse_8_51,ORBIT,13785031,1.29408112
