Data,Pattern,Order,Call Count,Enumerate time (seconds)
dblp,query_dense_8_159,DPiso,2624575,0.45690444
dblp,query_sparse_8_187,TurboISO,464861,0.02514338
dblp,query_dense_8_178,VF2++,232540,0.05093496
dblp,query_dense_32_180,DPiso,8197,0.00135951
dblp,query_dense_8_29,ORBIT,388427,0.10202063
dblp,query_dense_8_170,ORBIT,134654,0.03028626
dblp,query_dense_8_68,TurboISO,619363,0.11113932
dblp,query_sparse_8_181,ORBIT,224282,0.05280605
dblp,query_sparse_8_3,TurboISO,155107,0.00818948
dblp,query_sparse_16_98,TurboISO,29820986083,1409.58544983
dblp,query_dense_32_30,VF2++,2075664514,100.90845608
dblp,query_dense_4_62,VF2++,3991,0.001256
dblp,query_dense_8_79,VF2++,868220,0.26212954
dblp,query_sparse_8_164,ORBIT,1315618,0.10735836
dblp,query_sparse_8_2,VF2++,226913,0.01908838
dblp,query_dense_24_100,VF2++,24657105086,1243.3319416
dblp,query_dense_8_101,VF2++,397738,0.07341776
dblp,query_dense_4_43,ORBIT,9862,0.00039832
dblp,query_sparse_8_20,DPiso,637264,0.02659605
dblp,query_dense_4_172,ORBIT,3678,0.00071222
dblp,query_sparse_8_137,VF2++,12143,0.00071012
dblp,query_dense_4_105,VF2++,4776,0.00036915
dblp,query_dense_16_164,GraphQL,410862185,21.47383837
dblp,query_dense_8_196,DPiso,2428974,0.3582393
dblp,query_dense_8_162,ORBIT,1221144,0.0906983
dblp,query_sparse_8_74,DPiso,270725,0.03243006
dblp,query_dense_4_5,VF2++,2686,0.00043895
dblp,query_sparse_8_73,GraphQL,219708,0.01652018
dblp,query_dense_32_153,VF2++,194738,0.01443075
dblp,query_dense_8_4,TurboISO,25169,0.0063384
dblp,query_dense_8_93,ORBIT,1492120,0.07954588
dblp,query_dense_4_26,VF2++,3514,0.00071439
dblp,query_sparse_16_19,VF2++,724567433,39.51013189
dblp,query_sparse_8_35,GraphQL,150970,0.00814218
dblp,query_dense_8_79,GraphQL,771014,0.06538515
dblp,query_dense_8_62,DPiso,333092,0.05592266
dblp,query_sparse_8_27,GraphQL,148017,0.0074083
dblp,query_sparse_8_47,TurboISO,358324,0.01693511
dblp,query_dense_4_165,VF2++,3830,0.00095613
dblp,query_dense_4_135,GraphQL,3876,0.00087021
dblp,query_sparse_16_172,VF2++,29018055733,1763.57992736
dblp,query_dense_4_78,ORBIT,4758,0.00119198
dblp,query_dense_8_10,ORBIT,3895462,0.31924008
dblp,query_dense_4_134,VF2++,8223,0.00086349
dblp,query_dense_8_122,ORBIT,754018,0.05877815
dblp,query_dense_32_36,TurboISO,362,5.776e-05
dblp,query_dense_8_98,VF2++,667049,0.06287107
dblp,query_sparse_8_122,TurboISO,371547,0.01693255
dblp,query_dense_8_72,GraphQL,879991,0.56935921
dblp,query_dense_4_160,DPiso,3719,0.00079816
dblp,query_dense_32_52,ORBIT,3982286920,149.82399158
dblp,query_dense_4_37,ORBIT,4920,0.00094617
dblp,query_dense_8_174,DPiso,2123096,0.45963949
dblp,query_dense_4_25,ORBIT,3488,0.00082191
dblp,query_dense_8_23,TurboISO,113230,0.00937288
dblp,query_sparse_16_76,ORBIT,37823665312,1348.02368914
dblp,query_sparse_8_162,ORBIT,220368,0.01335633
dblp,query_sparse_16_68,GraphQL,297385546,11.01204587
dblp,query_dense_8_86,GraphQL,310250,0.05045589
dblp,query_dense_16_99,VF2++,2846535603,167.64934116
dblp,query_sparse_16_85,GraphQL,91407162,4.0733415
dblp,query_dense_4_20,VF2++,2221,0.0003551
dblp,query_sparse_8_118,TurboISO,593569,0.05750646
dblp,query_sparse_8_161,TurboISO,80997,0.00609321
dblp,query_dense_8_148,DPiso,1265358,0.2785219
dblp,query_dense_8_27,ORBIT,120098,0.00719184
dblp,query_sparse_8_115,VF2++,444512,0.03715747
dblp,query_sparse_8_37,TurboISO,1049775,0.05200098
dblp,query_sparse_16_124,ORBIT,1802972801,125.52334015
dblp,query_sparse_16_174,TurboISO,17719639137,1215.33674088
dblp,query_dense_4_37,GraphQL,4217,0.00123755
dblp,query_dense_8_55,ORBIT,180790,0.08974283
dblp,query_dense_8_74,TurboISO,75413,0.01563991
dblp,query_dense_8_112,VF2++,2909977,0.34223927
dblp,query_dense_4_158,TurboISO,3912,0.00087541
dblp,query_dense_4_173,ORBIT,3182,0.00047571
dblp,query_sparse_8_139,VF2++,363720,0.0212869
dblp,query_sparse_8_116,DPiso,1269058,0.07485296
dblp,query_dense_4_43,VF2++,8779,0.00037694
dblp,query_dense_4_52,ORBIT,3679,0.00062875
dblp,query_sparse_16_118,DPiso,10421413579,589.27490253
dblp,query_dense_4_103,DPiso,4100,0.00084346
dblp,query_dense_8_100,TurboISO,249326,0.02230148
dblp,query_dense_8_97,GraphQL,773198,0.3023585
dblp,query_dense_4_66,GraphQL,2046,0.00028356
dblp,query_dense_8_152,ORBIT,1643894,0.11141999
dblp,query_sparse_8_23,DPiso,314838,0.02287623
dblp,query_dense_4_80,DPiso,3922,0.0011696
dblp,query_dense_16_122,ORBIT,6100033823,399.37081564
dblp,query_sparse_8_120,TurboISO,1374318,0.08456558
dblp,query_dense_4_189,DPiso,2124,0.00035182
dblp,query_dense_8_161,DPiso,1042202,0.14127349
dblp,query_sparse_8_23,VF2++,598815,0.02667682
dblp,query_sparse_16_182,ORBIT,13420389036,1054.31493008
dblp,query_sparse_8_104,TurboISO,138890,0.01399255
dblp,query_sparse_16_121,DPiso,7289615215,373.37578087
dblp,query_dense_4_29,GraphQL,4373,0.0003662
dblp,query_sparse_8_114,VF2++,57003,0.00399454
dblp,query_sparse_8_22,ORBIT,173181,0.01110642
dblp,query_sparse_8_140,TurboISO,97430,0.00632577
dblp,query_dense_4_142,GraphQL,3416,0.00067851
dblp,query_dense_32_164,VF2++,916955436,61.7710019
dblp,query_sparse_8_72,ORBIT,38616,0.00133878
dblp,query_sparse_8_138,ORBIT,623303,0.03936815
dblp,query_sparse_16_114,GraphQL,361385450,22.93447674
dblp,query_sparse_16_59,GraphQL,4262089753,297.76149509
dblp,query_dense_4_53,TurboISO,3499,0.00059002
dblp,query_sparse_16_175,ORBIT,1051143097,100.61186694
dblp,query_sparse_8_41,VF2++,14173,0.00123662
dblp,query_sparse_16_30,ORBIT,15243798598,566.0044025
dblp,query_sparse_16_128,TurboISO,791950718,47.52735727
dblp,query_dense_8_178,TurboISO,232531,0.0523108
dblp,query_sparse_8_23,GraphQL,590287,0.0251926
dblp,query_dense_8_74,ORBIT,74475,0.01524619
dblp,query_dense_4_124,ORBIT,3765,0.00098401
dblp,query_dense_4_149,VF2++,8531,0.00099017
dblp,query_dense_4_55,ORBIT,3513,0.00066011
dblp,query_dense_8_1,GraphQL,310310,0.08430167
dblp,query_sparse_16_28,VF2++,76083909,2.3413173
dblp,query_sparse_8_105,ORBIT,491039,0.03513939
dblp,query_dense_4_166,TurboISO,3946,0.00167881
dblp,query_dense_4_197,GraphQL,3699,0.00068051
dblp,query_dense_8_119,ORBIT,453900,0.0609993
dblp,query_dense_4_81,ORBIT,4637,0.00040631
dblp,query_dense_4_11,DPiso,8744,0.00082795
dblp,query_dense_4_13,VF2++,4857,0.00044339
dblp,query_dense_4_119,GraphQL,9389,0.00036824
dblp,query_dense_4_136,GraphQL,3463,0.00084666
dblp,query_dense_8_100,VF2++,249848,0.02709866
dblp,query_dense_4_133,TurboISO,4097,0.00038426
dblp,query_dense_4_57,ORBIT,3788,0.00071534
dblp,query_sparse_16_167,GraphQL,120891559,3.6669658
dblp,query_dense_8_104,DPiso,1381659,0.93813583
dblp,query_sparse_16_61,ORBIT,505584674,19.9623034
dblp,query_dense_4_12,DPiso,4357,0.00090688
dblp,query_sparse_8_57,VF2++,357837,0.01550224
dblp,query_dense_8_11,GraphQL,3885259,0.30825162
dblp,query_dense_4_30,GraphQL,3356,0.00074356
dblp,query_sparse_8_150,ORBIT,99939,0.00708469
dblp,query_dense_4_105,GraphQL,4776,0.00041468
dblp,query_sparse_8_136,GraphQL,400440,0.0370415
dblp,query_sparse_8_159,GraphQL,105088,0.00643278
dblp,query_dense_4_152,GraphQL,2816,0.00052303
dblp,query_dense_4_190,GraphQL,4085,0.00038378
dblp,query_sparse_8_11,GraphQL,731397,0.03671084
dblp,query_sparse_16_116,VF2++,12372704474,877.94329444
dblp,query_sparse_8_7,DPiso,33882,0.00270589
dblp,query_dense_4_114,VF2++,3672,0.0007374
dblp,query_sparse_8_63,VF2++,84186,0.0049664
dblp,query_dense_32_52,VF2++,3970830827,157.49360193
dblp,query_dense_4_75,VF2++,4575,0.00132552
dblp,query_sparse_8_15,ORBIT,1520046,0.12427822
dblp,query_dense_8_44,GraphQL,665054,0.05474131
dblp,query_sparse_8_100,GraphQL,512155,0.02925052
dblp,query_dense_8_22,DPiso,259879,0.01942446
dblp,query_dense_4_130,TurboISO,10825,0.00046434
dblp,query_sparse_16_55,ORBIT,11063829217,587.07767818
dblp,query_sparse_8_159,ORBIT,102381,0.00628644
dblp,query_dense_4_54,TurboISO,4313,0.00039704
dblp,query_dense_4_150,GraphQL,3529,0.00088991
dblp,query_dense_8_169,GraphQL,318279,0.02729859
dblp,query_sparse_8_46,ORBIT,2502652,0.16517133
dblp,query_sparse_16_124,GraphQL,1498169339,93.66594991
dblp,query_sparse_8_146,GraphQL,473811,0.02767224
dblp,query_sparse_8_85,VF2++,3462,0.00023394
dblp,query_dense_8_57,VF2++,242572,0.01126604
dblp,query_sparse_8_99,GraphQL,19484,0.00128767
dblp,query_sparse_16_85,VF2++,144247247,6.52730518
dblp,query_dense_8_107,DPiso,676227,0.28741026
dblp,query_dense_8_48,TurboISO,1081722,0.10713599
dblp,query_dense_8_16,TurboISO,245583,0.01012267
dblp,query_dense_4_62,ORBIT,3991,0.00101614
dblp,query_dense_8_190,DPiso,3365677,1.31062995
dblp,query_dense_4_121,DPiso,3897,0.00090505
dblp,query_dense_8_88,VF2++,201241,0.0108909
dblp,query_dense_8_140,DPiso,683450,0.05132936
dblp,query_dense_4_189,ORBIT,2135,0.00031742
dblp,query_dense_4_91,GraphQL,3991,0.00034369
dblp,query_dense_24_158,TurboISO,539362235,21.9871594
dblp,query_dense_4_180,DPiso,4790,0.00042713
dblp,query_dense_4_3,VF2++,2369,0.00033556
dblp,query_sparse_8_101,GraphQL,219849,0.01266398
dblp,query_dense_4_68,GraphQL,4598,0.00151038
dblp,query_dense_4_103,ORBIT,4100,0.00087639
dblp,query_sparse_16_92,VF2++,13393133733,686.76280209
dblp,query_sparse_8_174,TurboISO,115241,0.00788212
dblp,query_dense_4_171,DPiso,3582,0.0006425
dblp,query_dense_8_195,DPiso,367782,0.01765706
dblp,query_dense_8_77,GraphQL,2375272,2.06465254
dblp,query_dense_8_49,ORBIT,172124,0.00755691
dblp,query_sparse_16_67,VF2++,996262634,59.16609529
dblp,query_sparse_8_11,DPiso,731614,0.03471981
dblp,query_sparse_24_155,GraphQL,37066612672,1771.44457352
dblp,query_sparse_8_31,DPiso,76277,0.00505694
dblp,query_dense_8_6,TurboISO,1180421,0.07152278
dblp,query_sparse_16_161,DPiso,12337565535,689.32413624
dblp,query_dense_16_128,VF2++,6273578413,1005.57865226
dblp,query_dense_4_96,GraphQL,8391,0.00035116
dblp,query_dense_4_189,GraphQL,2031,0.00031301
dblp,query_dense_4_98,GraphQL,3186,0.00065188
dblp,query_dense_8_92,DPiso,5828650,0.66850177
dblp,query_sparse_8_141,GraphQL,31617,0.00160977
dblp,query_dense_16_147,ORBIT,1419536084,626.86215586
dblp,query_dense_4_21,TurboISO,3599,0.00080249
dblp,query_dense_8_75,VF2++,435692,0.23875776
dblp,query_dense_4_167,ORBIT,3926,0.00031574
dblp,query_dense_4_114,GraphQL,3700,0.0007652
dblp,query_dense_8_145,VF2++,290582,0.05041559
dblp,query_sparse_8_152,GraphQL,446968,0.02420985
dblp,query_dense_8_141,ORBIT,25790,0.00224739
dblp,query_sparse_16_157,TurboISO,7107178612,348.97098795
dblp,query_dense_16_118,ORBIT,2888020219,165.30030414
dblp,query_sparse_16_81,DPiso,15467368031,1144.28870243
dblp,query_dense_8_116,DPiso,3138396,0.47637469
dblp,query_sparse_16_18,DPiso,11910842722,468.75006353
dblp,query_dense_8_20,DPiso,974664,0.05241966
dblp,query_dense_8_110,ORBIT,1013853,0.13700397
dblp,query_dense_8_80,GraphQL,971029,0.07107766
dblp,query_dense_16_68,GraphQL,4706578659,325.9854087
dblp,query_sparse_24_42,GraphQL,604471909,26.35897256
dblp,query_dense_4_175,DPiso,6474,0.00068513
dblp,query_sparse_8_52,VF2++,271561,0.04118745
dblp,query_sparse_8_46,DPiso,2538720,0.17244981
dblp,query_dense_8_34,GraphQL,264817,0.05707766
dblp,query_sparse_8_177,TurboISO,186031,0.0167837
dblp,query_sparse_32_99,ORBIT,3840066158,97.91841078
dblp,query_dense_4_48,ORBIT,4383,0.0004453
dblp,query_dense_16_20,ORBIT,7849182822,495.83441393
dblp,query_sparse_8_200,DPiso,76128,0.00966603
dblp,query_dense_4_161,TurboISO,3231,0.00061553
dblp,query_dense_8_161,TurboISO,1081283,0.08074322
dblp,query_dense_4_118,ORBIT,4157,0.00086508
dblp,query_dense_8_88,ORBIT,201234,0.00844064
dblp,query_dense_8_139,ORBIT,819896,0.06042637
dblp,query_sparse_8_200,GraphQL,79501,0.00471317
dblp,query_dense_4_26,TurboISO,3246,0.00070319
dblp,query_sparse_8_173,GraphQL,104481,0.01006542
dblp,query_dense_4_165,GraphQL,4424,0.00106503
dblp,query_dense_4_61,VF2++,3901,0.00082621
dblp,query_dense_4_198,TurboISO,2421,0.00039772
dblp,query_sparse_8_6,GraphQL,1487271,0.07942875
dblp,query_dense_4_151,ORBIT,8210,0.0003691
dblp,query_dense_8_110,VF2++,1013895,0.14173446
dblp,query_dense_8_104,TurboISO,567391,0.79545845
dblp,query_sparse_8_95,GraphQL,95852,0.00539302
dblp,query_sparse_8_149,TurboISO,39889,0.00306225
dblp,query_sparse_8_65,VF2++,33938,0.0068965
dblp,query_sparse_8_94,DPiso,1057724,0.07909391
dblp,query_dense_4_28,VF2++,11997,0.0005519
dblp,query_dense_4_14,ORBIT,3190,0.00073373
dblp,query_sparse_8_92,GraphQL,4317515,0.29506586
dblp,query_dense_16_158,TurboISO,8380070476,470.9070767
dblp,query_dense_4_103,TurboISO,3511,0.00088142
dblp,query_sparse_8_171,GraphQL,734261,0.06828209
dblp,query_sparse_8_193,VF2++,667815,0.15133856
dblp,query_sparse_8_144,ORBIT,165217,0.01126485
dblp,query_dense_8_133,DPiso,407433,0.03763451
dblp,query_dense_4_139,VF2++,2223,0.00029846
dblp,query_dense_16_60,ORBIT,22001905553,1416.82223851
dblp,query_dense_8_142,DPiso,2814207,0.42085404
dblp,query_sparse_8_48,VF2++,2760738,0.1861362
dblp,query_sparse_16_48,TurboISO,2391913,0.06269751
dblp,query_dense_8_195,TurboISO,365448,0.0150471
dblp,query_sparse_8_5,GraphQL,234998,0.02597291
dblp,query_dense_8_110,GraphQL,1107497,0.11471758
dblp,query_sparse_16_99,VF2++,9530340667,1061.35518155
dblp,query_dense_8_28,GraphQL,3071737,0.55088637
dblp,query_dense_8_177,ORBIT,1532743,0.29544275
dblp,query_dense_24_42,TurboISO,29353243,0.61777905
dblp,query_dense_8_121,TurboISO,652274,0.39282173
dblp,query_sparse_16_108,GraphQL,13221263551,664.31409677
dblp,query_dense_4_190,ORBIT,4085,0.00038735
dblp,query_dense_8_3,ORBIT,276565,0.0422961
dblp,query_sparse_8_131,GraphQL,1973895,0.15473328
dblp,query_sparse_8_24,TurboISO,154568,0.01088025
dblp,query_dense_4_192,GraphQL,3255,0.00061647
dblp,query_dense_4_98,DPiso,3517,0.00065445
dblp,query_dense_8_43,GraphQL,315296,0.02291897
dblp,query_dense_8_51,VF2++,672792,0.04500994
dblp,query_dense_16_95,ORBIT,1170416348,127.63651012
dblp,query_sparse_8_37,VF2++,1036029,0.05617181
dblp,query_sparse_8_16,VF2++,77146,0.0036855
dblp,query_sparse_8_47,ORBIT,356847,0.01725367
dblp,query_sparse_8_91,GraphQL,104444,0.01663568
dblp,query_sparse_8_63,GraphQL,83895,0.00624181
dblp,query_dense_4_151,VF2++,8752,0.00033231
dblp,query_dense_8_138,GraphQL,1090967,0.08944689
dblp,query_dense_8_134,VF2++,133522,0.01149988
dblp,query_dense_4_138,GraphQL,4636,0.00041203
dblp,query_dense_4_170,DPiso,9634,0.00041293
dblp,query_sparse_8_172,GraphQL,497652,0.03950374
dblp,query_dense_8_163,DPiso,551178,0.29564171
dblp,query_dense_4_48,TurboISO,4383,0.00042924
dblp,query_dense_4_45,TurboISO,10341,0.00048708
dblp,query_dense_4_5,TurboISO,2294,0.00041771
dblp,query_dense_4_69,GraphQL,4630,0.00168093
dblp,query_dense_8_37,GraphQL,587170,0.03197786
dblp,query_sparse_8_9,VF2++,1638525,0.29783273
dblp,query_dense_4_139,ORBIT,2263,0.00033519
dblp,query_dense_4_6,ORBIT,3509,0.00080024
dblp,query_dense_4_97,ORBIT,2281,0.00029101
dblp,query_sparse_8_107,DPiso,108501,0.00880323
dblp,query_sparse_8_73,VF2++,221224,0.01725508
dblp,query_dense_4_98,ORBIT,3384,0.00068095
dblp,query_sparse_8_84,VF2++,56651,0.00478191
dblp,query_dense_8_3,TurboISO,276958,0.04272534
dblp,query_sparse_16_117,TurboISO,9374952162,459.15538067
dblp,query_dense_4_121,TurboISO,3892,0.00105048
dblp,query_dense_24_62,VF2++,1165771832,57.1760808
dblp,query_dense_8_109,DPiso,865379,0.10886806
dblp,query_dense_24_62,ORBIT,1168515001,57.43767634
dblp,query_sparse_8_166,ORBIT,142146,0.00694852
dblp,query_sparse_16_24,GraphQL,9003807455,370.96840819
dblp,query_dense_8_74,GraphQL,75823,0.01668688
dblp,query_dense_8_55,DPiso,378873,0.23794199
dblp,query_dense_8_153,VF2++,625976,0.03766524
dblp,query_dense_4_68,DPiso,4966,0.00145722
dblp,query_dense_8_102,GraphQL,516303,0.07068551
dblp,query_dense_8_28,VF2++,3057406,0.50184482
dblp,query_dense_16_8,TurboISO,144801,0.01133764
dblp,query_dense_4_154,TurboISO,4214,0.00037057
dblp,query_dense_8_150,ORBIT,74314,0.0045789
dblp,query_dense_4_180,VF2++,9188,0.00113722
dblp,query_dense_4_44,GraphQL,4425,0.0004385
dblp,query_sparse_16_24,TurboISO,11651712209,353.97520495
dblp,query_sparse_16_161,VF2++,9701882102,891.30002464
dblp,query_dense_8_26,ORBIT,630781,0.11198108
dblp,query_dense_16_173,VF2++,1606562239,520.32660571
dblp,query_dense_8_176,VF2++,1336592,0.20632783
dblp,query_sparse_8_158,DPiso,42757,0.00377941
dblp,query_dense_8_109,TurboISO,978779,0.08751642
dblp,query_dense_4_126,VF2++,9747,0.00041652
dblp,query_dense_8_20,VF2++,973384,0.05204014
dblp,query_dense_4_125,ORBIT,4090,0.00083431
dblp,query_dense_16_67,VF2++,1911055911,371.03678734
dblp,query_dense_4_58,ORBIT,4125,0.00039806
dblp,query_sparse_8_54,DPiso,1614770,0.44187896
dblp,query_dense_4_82,DPiso,3688,0.00070557
dblp,query_sparse_16_112,TurboISO,30831639,3.16473706
dblp,query_sparse_8_10,DPiso,722594,0.05606394
dblp,query_dense_4_115,TurboISO,3687,0.00099706
dblp,query_dense_8_157,VF2++,151726,0.0120498
dblp,query_sparse_8_67,GraphQL,36213,0.00293066
dblp,query_sparse_8_164,GraphQL,1368464,0.10782951
dblp,query_dense_8_105,DPiso,602906,0.04959653
dblp,query_dense_24_158,GraphQL,364206675,19.19092241
dblp,query_dense_4_122,DPiso,4672,0.00043707
dblp,query_sparse_8_32,TurboISO,182642,0.01494676
dblp,query_dense_4_2,TurboISO,10257,0.00041909
dblp,query_dense_16_147,VF2++,1419617634,639.15370479
dblp,query_sparse_16_165,VF2++,32518950,2.1044015
dblp,query_dense_16_171,VF2++,620287662,37.90191482
dblp,query_dense_4_131,DPiso,3768,0.00103611
dblp,query_dense_8_136,TurboISO,751166,0.07380847
dblp,query_sparse_16_105,ORBIT,5900481271,335.19233105
dblp,query_sparse_16_49,GraphQL,9058694722,683.6471904
dblp,query_dense_4_123,GraphQL,3798,0.00099925
dblp,query_dense_4_108,ORBIT,4404,0.00038758
dblp,query_sparse_8_57,DPiso,378859,0.0161578
dblp,query_dense_8_143,VF2++,163938,0.0079955
dblp,query_sparse_8_99,TurboISO,19364,0.00128575
dblp,query_sparse_8_160,VF2++,142772,0.01064571
dblp,query_sparse_8_47,VF2++,202267,0.07231291
dblp,query_dense_32_153,TurboISO,37984,0.00456327
dblp,query_dense_4_75,ORBIT,4447,0.00122596
dblp,query_dense_32_180,TurboISO,517,8.451e-05
dblp,query_dense_16_112,GraphQL,7807484281,931.15621641
dblp,query_dense_8_66,DPiso,4116484,1.99357193
dblp,query_sparse_16_112,ORBIT,12156669,0.68664767
dblp,query_sparse_8_93,DPiso,728633,0.03777951
dblp,query_sparse_8_128,DPiso,700264,0.13307934
dblp,query_dense_8_76,TurboISO,673119,0.03417564
dblp,query_dense_4_109,TurboISO,3473,0.00106708
dblp,query_dense_8_142,TurboISO,2519309,0.4191799
dblp,query_sparse_8_96,VF2++,115271,0.00571725
dblp,query_dense_16_95,DPiso,1168059997,137.78822409
dblp,query_sparse_16_99,TurboISO,12671254773,410.97053984
dblp,query_dense_16_19,VF2++,1972030330,581.57161798
dblp,query_sparse_8_174,VF2++,89354,0.00618263
dblp,query_dense_8_33,ORBIT,523162,0.05882789
dblp,query_dense_16_68,TurboISO,6048333610,292.5546725
dblp,query_sparse_8_2,TurboISO,258255,0.02193129
dblp,query_sparse_8_166,DPiso,142344,0.00765244
dblp,query_sparse_16_59,ORBIT,4948420433,349.30311422
dblp,query_dense_8_189,GraphQL,1648398,0.07883287
dblp,query_dense_4_165,TurboISO,3830,0.00094527
dblp,query_sparse_32_84,GraphQL,58017,0.00545993
dblp,query_sparse_8_197,ORBIT,1285556,0.06510005
dblp,query_sparse_8_179,GraphQL,1082827,0.06566976
dblp,query_sparse_8_135,VF2++,732772,0.11282972
dblp,query_sparse_16_116,TurboISO,11537605823,785.26853181
dblp,query_sparse_8_44,VF2++,82704,0.00620604
dblp,query_sparse_16_191,VF2++,23908760999,996.08298429
dblp,query_sparse_8_195,TurboISO,137984,0.0052943
dblp,query_sparse_8_48,GraphQL,2800533,0.17648824
dblp,query_dense_4_143,VF2++,3022,0.00043596
dblp,query_dense_8_127,TurboISO,61622,0.00369703
dblp,query_dense_8_94,GraphQL,1198700,0.29901796
dblp,query_sparse_8_75,VF2++,58228,0.00931472
dblp,query_dense_8_107,GraphQL,287611,0.06449876
dblp,query_dense_4_134,TurboISO,4136,0.00047954
dblp,query_dense_4_159,GraphQL,3747,0.00093047
dblp,query_dense_4_184,DPiso,8313,0.00115579
dblp,query_dense_8_130,DPiso,984300,0.29167056
dblp,query_dense_4_117,DPiso,1866,0.00027331
dblp,query_dense_4_193,DPiso,9266,0.00042814
dblp,query_dense_24_100,TurboISO,46284996649,1317.1655877
dblp,query_dense_4_172,TurboISO,3569,0.0007719
dblp,query_dense_4_112,TurboISO,2144,0.00031687
dblp,query_dense_4_178,GraphQL,2314,0.0002919
dblp,query_sparse_8_86,VF2++,242449,0.01684664
dblp,query_sparse_8_70,TurboISO,571293,0.0485835
dblp,query_dense_8_140,GraphQL,685888,0.05448072
dblp,query_dense_4_108,TurboISO,4391,0.00063827
dblp,query_sparse_8_163,ORBIT,52033,0.00390717
dblp,query_sparse_8_51,VF2++,324260,0.01589622
dblp,query_sparse_8_36,TurboISO,250064,0.01686616
dblp,query_dense_4_53,ORBIT,3661,0.00063099
dblp,query_sparse_16_91,VF2++,8544102468,297.29406527
dblp,query_dense_8_55,VF2++,163322,0.10102745
dblp,query_sparse_16_100,TurboISO,7404278870,533.87302439
dblp,query_dense_8_186,ORBIT,129095,0.0074702
dblp,query_sparse_8_23,TurboISO,604137,0.02989021
dblp,query_sparse_8_36,ORBIT,273138,0.01806875
dblp,query_dense_8_199,DPiso,597891,0.27198748
dblp,query_dense_16_58,TurboISO,23852485232,1551.43035646
dblp,query_sparse_8_170,ORBIT,122113,0.01255954
dblp,query_sparse_8_50,DPiso,53000,0.00418345
dblp,query_sparse_16_135,TurboISO,701974030,81.84465656
dblp,query_sparse_8_167,GraphQL,71512,0.00349569
dblp,query_dense_16_49,DPiso,8182586600,650.77234894
dblp,query_sparse_8_112,DPiso,751162,0.04253081
dblp,query_dense_16_118,DPiso,2889503069,153.64639654
dblp,query_dense_16_37,ORBIT,942500091,97.48853678
dblp,query_sparse_8_44,ORBIT,82884,0.00615761
dblp,query_sparse_24_114,ORBIT,4700040380,258.56442313
dblp,query_dense_4_35,TurboISO,4322,0.0004172
dblp,query_dense_8_166,VF2++,522547,0.15092916
dblp,query_sparse_8_167,ORBIT,52931,0.00324043
dblp,query_dense_4_15,GraphQL,3461,0.00079303
dblp,query_sparse_8_98,TurboISO,873991,0.06246778
dblp,query_dense_4_175,GraphQL,4289,0.00034684
dblp,query_sparse_16_48,DPiso,2114737,0.0594109
dblp,query_dense_16_58,ORBIT,21675717722,1571.80624913
dblp,query_dense_4_144,ORBIT,2057,0.00031552
dblp,query_sparse_8_146,TurboISO,548664,0.03257572
dblp,query_dense_16_88,TurboISO,15217656635,580.40682414
dblp,query_dense_8_96,GraphQL,210787,0.0155034
dblp,query_sparse_8_67,ORBIT,32989,0.00284507
dblp,query_dense_8_61,ORBIT,274936,0.05914707
dblp,query_dense_4_198,DPiso,2641,0.00048088
dblp,query_dense_8_119,GraphQL,502170,0.03761972
dblp,query_dense_8_45,ORBIT,353203,0.03252934
dblp,query_sparse_8_120,ORBIT,2748890,0.11943502
dblp,query_dense_16_128,ORBIT,6273578413,1008.12395159
dblp,query_dense_4_29,ORBIT,4373,0.00049267
dblp,query_sparse_8_43,DPiso,440577,0.02862436
dblp,query_dense_8_107,VF2++,287349,0.05972894
dblp,query_dense_4_70,GraphQL,4124,0.00124056
dblp,query_dense_4_50,DPiso,1731,0.00025543
dblp,query_sparse_8_155,DPiso,53463,0.00911373
dblp,query_dense_8_108,DPiso,1276285,0.14491499
dblp,query_dense_4_110,TurboISO,4626,0.00041491
dblp,query_dense_8_176,ORBIT,1593060,0.11665909
dblp,query_dense_4_49,ORBIT,9010,0.00042976
dblp,query_dense_8_123,DPiso,1365828,0.23811717
dblp,query_dense_4_134,DPiso,4136,0.00037369
dblp,query_sparse_8_143,VF2++,57018,0.00267457
dblp,query_dense_16_95,GraphQL,1162590993,142.49456551
dblp,query_sparse_8_197,GraphQL,1285326,0.07686466
dblp,query_sparse_8_15,VF2++,1554795,0.14284787
dblp,query_dense_16_99,ORBIT,4405574848,190.31831462
dblp,query_dense_4_120,VF2++,2155,0.00035922
dblp,query_dense_4_120,GraphQL,2155,0.00035555
dblp,query_dense_8_153,TurboISO,628419,0.03819061
dblp,query_dense_4_148,VF2++,9177,0.00039265
dblp,query_sparse_16_88,DPiso,5065052248,185.02911814
dblp,query_dense_32_180,VF2++,8164,0.00056254
dblp,query_dense_8_84,VF2++,285963,0.04034364
dblp,query_dense_8_172,DPiso,474708,0.07581646
dblp,query_sparse_8_104,ORBIT,139629,0.01375971
dblp,query_sparse_8_55,GraphQL,198746,0.01116548
dblp,query_dense_8_64,VF2++,3064961,0.24264952
dblp,query_dense_4_10,GraphQL,3732,0.00088971
dblp,query_dense_4_137,VF2++,3185,0.00069774
dblp,query_sparse_16_90,TurboISO,121698602,3.8637145
dblp,query_dense_16_124,TurboISO,23250614277,1701.44334374
dblp,query_dense_4_34,GraphQL,3563,0.00096203
dblp,query_dense_4_176,VF2++,3771,0.00094398
dblp,query_sparse_8_37,ORBIT,748593,0.04459077
