1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,pattern,data
0,743,1892,33,230,1949,1393,528,2411,390,63,501,344,490,0,query_sparse_16_8,dblp
0,1258,2975,8,675,3031,2725,993,8168,382,30,566,317,146,0,query_sparse_24_37,dblp
0,580,2366,17,411,2415,1435,996,1127,570,68,676,664,521,20,query_sparse_24_15,dblp
0,605,3948,11,126,4078,1204,352,2424,664,31,455,862,1086,19,query_sparse_24_86,dblp
0,317,619,26,45,558,590,62,0,369,27,115,679,225,48,query_sparse_8_120,dblp
0,0,1118,0,0,1140,0,0,0,0,0,0,0,0,0,query_dense_4_87,dblp
0,187,1723,84,116,1764,109,116,0,272,65,758,915,325,273,query_dense_24_64,dblp
0,578,1714,15,247,1757,1292,344,2093,301,62,555,518,441,0,query_sparse_16_85,dblp
0,15,175,23,30,173,0,0,0,31,25,176,178,169,95,query_dense_8_87,dblp
0,52,667,20,27,686,0,0,0,61,11,154,453,150,67,query_dense_8_153,dblp
0,351,2013,239,112,2065,333,14,0,965,170,132,1090,1040,1051,query_dense_24_190,dblp
0,308,2236,70,75,2308,207,84,0,504,62,465,1121,751,346,query_dense_24_193,dblp
0,188,2096,18,171,2134,633,614,974,113,8,399,102,412,35,query_sparse_16_175,dblp
0,269,1507,24,180,1547,435,143,0,381,54,283,1208,274,80,query_dense_16_155,dblp
0,118,115,33,22,115,0,0,0,254,24,116,0,0,104,query_dense_8_110,dblp
0,689,170,80,117,174,648,70,0,1540,81,170,1604,339,410,query_dense_16_185,dblp
0,235,559,60,22,446,177,36,0,452,159,446,695,237,191,query_dense_16_101,dblp
0,672,5268,18,220,5411,1308,177,5400,674,16,327,428,466,51,query_sparse_24_117,dblp
0,568,3288,31,279,3365,977,504,0,622,79,590,1047,1472,0,query_sparse_24_168,dblp
0,87,216,30,30,214,0,0,0,156,33,216,0,0,154,query_dense_8_106,dblp
0,166,2522,66,75,2590,182,151,0,215,47,580,588,222,306,query_dense_24_16,dblp
0,0,0,22,0,0,0,0,0,0,0,0,0,0,53,query_dense_4_69,dblp
0,286,182,28,36,179,465,48,0,407,24,183,0,0,66,query_sparse_8_102,dblp
0,334,3158,126,92,3246,96,155,0,644,117,753,489,452,677,query_dense_32_7,dblp
0,180,2153,49,17,2228,0,0,0,372,20,365,0,0,368,query_dense_16_42,dblp
0,491,5479,30,111,5578,563,924,7699,607,25,691,670,780,52,query_sparse_32_152,dblp
0,337,2558,79,44,2552,463,137,0,550,27,465,1017,539,464,query_dense_24_55,dblp
0,176,2480,136,69,2521,351,746,3893,93,59,458,1069,584,511,query_dense_32_101,dblp
0,329,23,59,0,0,0,0,0,881,0,23,0,0,354,query_dense_8_66,dblp
0,153,4198,18,47,3795,303,350,7268,58,16,218,553,997,0,query_sparse_16_163,dblp
0,120,687,71,111,707,120,40,0,262,42,122,409,229,279,query_dense_16_129,dblp
0,361,671,27,47,603,641,72,0,438,32,135,653,230,59,query_sparse_8_37,dblp
0,71,3113,6,37,3074,129,525,2038,37,13,259,474,739,0,query_sparse_16_104,dblp
0,128,166,471,220,171,0,0,0,465,89,165,320,123,1638,query_dense_32_8,dblp
0,359,5756,15,198,5877,732,534,3068,224,26,1153,288,597,23,query_sparse_32_84,dblp
0,1143,4480,3,753,4613,2890,2058,6851,211,7,160,212,445,0,query_sparse_32_159,dblp
0,388,924,97,112,944,374,257,0,523,138,747,2685,1221,357,query_dense_32_40,dblp
0,37,113,8,0,0,0,0,0,58,13,114,0,0,0,query_dense_4_58,dblp
0,68,985,40,19,1000,0,0,0,101,50,994,0,0,249,query_dense_16_200,dblp
0,834,4282,51,161,4406,1547,584,0,924,73,1161,1655,1307,70,query_sparse_32_49,dblp
0,488,2774,31,96,2370,978,86,4369,165,64,267,728,341,30,query_sparse_16_186,dblp
0,632,2866,19,315,2934,1416,592,4181,209,31,724,615,579,20,query_sparse_24_7,dblp
0,160,1946,40,164,2018,113,7,0,369,22,398,294,35,300,query_dense_16_167,dblp
0,196,1096,84,91,1108,159,162,0,237,84,1045,1023,533,258,query_dense_24_18,dblp
0,20,286,21,0,0,0,0,0,0,0,0,680,536,0,query_dense_4_67,dblp
0,566,7328,21,284,7521,917,436,4073,558,37,267,661,390,36,query_sparse_32_29,dblp
0,260,1201,3,36,1228,449,191,0,298,23,218,548,297,0,query_sparse_8_104,dblp
0,0,0,156,0,0,0,0,0,0,0,0,0,0,839,query_dense_8_111,dblp
0,297,1925,114,235,1962,269,86,0,517,69,429,1788,515,549,query_dense_24_84,dblp
0,815,1276,38,204,1311,1398,137,0,805,100,272,779,473,49,query_sparse_16_197,dblp
0,0,0,21,0,0,0,0,0,0,0,0,0,0,71,query_dense_4_70,dblp
0,310,875,41,202,887,442,128,0,365,136,517,1728,908,15,query_dense_16_133,dblp
0,96,3031,6,53,3110,184,271,2707,29,9,352,283,717,0,query_sparse_16_140,dblp
0,150,1340,45,100,1372,158,80,0,159,54,370,1089,241,117,query_dense_16_52,dblp
0,228,6510,33,65,6645,225,292,4139,148,64,1286,690,648,29,query_sparse_32_183,dblp
0,602,5812,24,302,5996,1079,511,2926,346,100,434,1365,595,0,query_sparse_32_156,dblp
0,330,23,28,0,0,0,0,0,891,1,23,0,0,238,query_dense_8_118,dblp
0,188,2471,84,59,2538,91,199,499,250,73,529,788,1011,314,query_dense_32_170,dblp
0,323,1038,177,43,1082,272,194,0,651,114,603,1346,355,835,query_dense_24_3,dblp
0,239,1354,112,61,1391,159,116,0,319,71,869,933,174,558,query_dense_24_4,dblp
0,168,3375,21,41,3453,133,180,0,180,31,224,1194,228,24,query_sparse_16_42,dblp
0,146,2269,30,75,2322,0,0,0,274,66,273,0,0,135,query_dense_16_76,dblp
0,229,2266,23,50,2337,585,507,0,102,53,148,1496,1204,0,query_sparse_16_36,dblp
0,224,576,53,21,397,282,20,0,233,157,255,1185,657,14,query_dense_16_4,dblp
0,247,1850,95,62,1771,158,53,0,322,145,1031,995,1282,272,query_dense_32_103,dblp
0,116,1318,166,23,1353,0,0,0,249,42,322,0,0,1092,query_dense_24_143,dblp
0,1121,2983,5,407,3062,2847,1159,4845,473,16,226,287,364,15,query_sparse_24_59,dblp
0,18,1293,14,9,1325,0,0,0,11,2,280,305,244,35,query_sparse_8_165,dblp
0,723,5098,19,494,5243,1721,1088,4856,284,95,701,112,81,24,query_sparse_32_41,dblp
0,229,2135,113,74,2259,141,116,0,490,10,88,553,137,783,query_dense_24_81,dblp
0,787,1920,4,511,1952,1759,716,3446,413,33,165,50,144,0,query_sparse_16_142,dblp
0,36,1095,40,5,1124,0,0,0,61,5,41,0,0,191,query_dense_8_47,dblp
0,3,237,31,19,243,0,0,0,11,18,237,0,0,140,query_dense_8_142,dblp
0,107,324,66,4,328,217,37,0,152,74,325,456,133,171,query_dense_16_10,dblp
0,782,3729,20,395,3814,1654,899,6237,349,52,401,537,320,0,query_sparse_24_151,dblp
0,291,3180,51,139,3270,111,240,1524,453,82,976,563,911,159,query_dense_32_6,dblp
0,295,2249,109,75,2315,263,146,0,481,94,359,1491,1299,435,query_dense_24_156,dblp
0,118,114,50,2,89,110,46,0,148,32,113,1047,248,165,query_dense_8_91,dblp
0,164,5122,44,54,4934,316,439,2593,87,17,249,467,814,121,query_sparse_24_107,dblp
0,276,4062,81,96,4160,316,669,1936,345,63,859,1146,756,270,query_dense_32_148,dblp
0,32,191,14,0,0,0,0,0,72,32,192,0,0,0,query_dense_4_41,dblp
0,335,27,23,0,0,452,31,0,624,6,27,265,67,71,query_dense_8_33,dblp
0,258,4382,49,47,4455,403,128,0,144,77,677,1618,980,43,query_sparse_24_179,dblp
0,0,0,28,0,0,0,0,0,0,0,0,0,0,81,query_dense_4_92,dblp
0,175,1429,40,107,1433,487,531,0,126,62,544,1244,1465,0,query_sparse_16_22,dblp
0,290,2293,82,111,2336,181,193,0,291,177,1249,1153,553,209,query_dense_32_114,dblp
0,18,167,31,4,158,0,0,0,24,13,114,459,375,120,query_dense_8_99,dblp
0,1657,2605,59,637,2674,3268,696,3588,1265,164,375,488,285,46,query_sparse_32_59,dblp
0,146,1951,207,45,1993,57,19,0,278,112,405,340,107,1090,query_dense_32_84,dblp
0,560,185,17,72,184,926,45,0,769,8,186,225,156,48,query_sparse_8_33,dblp
0,624,266,342,40,279,0,0,0,2917,287,268,587,21,505,query_dense_32_35,dblp
0,54,1144,22,20,1171,86,70,0,50,26,142,759,990,0,query_sparse_8_1,dblp
0,208,746,17,21,758,319,88,0,360,11,239,522,263,44,query_sparse_8_139,dblp
0,117,2714,33,13,2810,0,0,0,198,2,61,0,0,152,query_dense_16_123,dblp
0,213,969,35,33,1000,0,0,0,439,103,499,0,0,127,query_dense_16_14,dblp
0,36,602,310,15,610,0,0,0,133,40,243,435,640,1648,query_dense_24_94,dblp
0,372,364,110,79,361,243,190,0,514,165,362,1105,189,453,query_dense_24_5,dblp
0,67,22,42,0,0,0,0,0,193,57,22,0,0,315,query_dense_8_115,dblp
0,151,557,11,37,559,306,279,1820,187,29,554,461,274,0,query_sparse_8_5,dblp
0,903,2207,7,713,2268,2324,1365,3367,498,46,466,159,437,0,query_sparse_24_43,dblp
0,0,1064,0,0,1083,0,0,0,0,0,0,0,0,0,query_dense_4_119,dblp
0,354,4627,13,149,4716,898,704,2393,251,21,539,965,494,32,query_sparse_24_80,dblp
0,116,808,37,164,830,0,0,0,246,4,269,276,102,301,query_dense_16_39,dblp
0,6,292,19,0,0,0,0,0,0,0,0,663,532,0,query_dense_4_189,dblp
0,720,4983,22,64,5117,1414,538,837,908,39,172,809,441,40,query_sparse_24_147,dblp
0,0,1021,0,0,1045,0,0,0,0,0,0,0,0,0,query_dense_4_17,dblp
0,103,1359,4,31,1378,191,194,2731,61,14,183,343,420,0,query_sparse_8_88,dblp
0,0,0,33,0,0,0,0,0,0,0,0,0,0,78,query_dense_4_131,dblp
0,12,163,13,10,166,0,0,0,19,17,165,154,124,66,query_dense_8_156,dblp
0,423,1058,23,333,1080,1110,639,0,373,68,495,1423,864,0,query_sparse_16_131,dblp
0,225,2684,91,133,2743,208,440,0,261,118,1059,951,777,436,query_dense_32_42,dblp
0,155,107,9,54,101,367,157,0,236,36,102,391,203,0,query_sparse_8_154,dblp
0,316,334,15,88,330,322,84,0,595,12,335,256,238,43,query_sparse_8_46,dblp
0,153,71,42,0,0,231,34,0,265,96,71,611,138,139,query_dense_8_85,dblp
0,132,337,383,79,352,94,29,0,405,93,160,1898,730,1576,query_dense_24_98,dblp
0,105,1525,70,32,1575,64,105,0,113,49,582,571,311,225,query_dense_16_36,dblp
0,220,1428,103,57,1494,135,85,0,586,52,201,377,341,412,query_dense_24_195,dblp
0,58,544,26,62,570,0,0,0,125,1,20,0,0,206,query_dense_8_161,dblp
0,356,1847,59,230,1882,938,453,1845,155,125,624,835,512,60,query_sparse_24_34,dblp
0,131,1054,4,42,1071,294,317,1717,196,7,199,379,955,0,query_sparse_8_8,dblp
0,844,3940,3,448,4043,1868,1141,2448,817,32,188,132,292,0,query_sparse_24_62,dblp
0,135,826,82,72,842,179,190,0,155,88,379,1315,1119,467,query_dense_32_30,dblp
0,1753,2228,6,842,2286,3289,786,5551,585,34,856,216,274,0,query_sparse_24_138,dblp
0,85,105,38,0,0,113,107,0,30,2,57,1048,289,191,query_dense_8_84,dblp
0,29,9,26,0,0,42,158,0,61,14,13,42,47,63,query_dense_8_167,eu2005
0,66,710,192,2,423,93,1100,406,43,177,555,10,150,84,query_sparse_24_91,eu2005
0,11,14,143,0,0,15,123,0,22,135,17,76,24,78,query_dense_8_82,eu2005
0,0,133,0,0,138,0,0,0,0,0,0,0,0,0,query_dense_4_80,eu2005
0,33,88,122,18,12,47,157,54,68,68,170,398,65,217,query_dense_32_28,eu2005
0,189,915,129,26,419,284,1500,319,194,133,301,104,98,0,query_sparse_24_63,eu2005
0,55,752,269,1,577,37,753,204,74,270,719,294,286,80,query_dense_32_198,eu2005
0,6,31,127,0,0,0,0,0,0,0,0,143,122,0,query_dense_4_132,eu2005
0,5,43,98,0,0,0,0,0,0,0,0,96,139,0,query_dense_4_98,eu2005
0,10,49,76,5,26,14,154,178,33,43,186,265,128,155,query_dense_24_194,eu2005
0,23,126,69,5,133,31,127,128,43,59,186,254,207,209,query_dense_32_185,eu2005
0,9,133,93,3,0,14,209,0,37,48,136,196,88,187,query_dense_24_152,eu2005
0,51,137,53,0,50,60,207,140,76,50,164,94,218,48,query_dense_8_194,eu2005
0,69,400,85,8,241,100,1167,472,99,84,489,164,154,154,query_dense_24_150,eu2005
0,46,650,51,7,596,64,955,80,26,41,211,96,119,78,query_sparse_24_95,eu2005
0,26,214,56,3,113,53,554,287,60,58,319,48,79,0,query_sparse_8_136,eu2005
0,190,1541,99,26,962,273,2596,426,135,102,492,25,90,0,query_sparse_32_130,eu2005
0,89,614,123,8,512,127,735,266,79,126,358,137,158,0,query_sparse_24_17,eu2005
0,26,109,114,1,38,30,96,0,49,101,56,164,240,94,query_dense_16_12,eu2005
0,25,57,70,0,39,26,119,111,34,68,265,164,125,112,query_dense_16_51,eu2005
0,17,15,128,0,0,0,0,0,32,116,79,0,0,0,query_dense_4_142,eu2005
0,59,701,104,14,305,71,1185,767,79,93,317,165,508,127,query_dense_32_57,eu2005
0,28,68,184,6,28,41,250,101,104,113,258,405,218,290,query_dense_32_98,eu2005
0,38,101,81,1,69,49,58,148,79,79,239,41,71,0,query_sparse_8_42,eu2005
0,4,11,49,0,0,4,28,0,3,2,19,106,36,100,query_dense_16_95,eu2005
0,130,1137,49,17,1021,175,1022,284,132,51,763,14,25,0,query_sparse_32_170,eu2005
0,18,1233,84,2,43,24,2882,429,10,85,83,124,84,0,query_dense_24_57,eu2005
0,17,167,113,0,126,0,0,0,27,64,376,103,180,31,query_dense_8_68,eu2005
0,3,6,73,0,0,0,0,0,13,61,77,0,0,0,query_dense_4_187,eu2005
0,19,320,34,1,353,0,0,0,15,11,6,0,0,106,query_dense_16_44,eu2005
0,5,10,71,0,0,0,0,0,0,0,0,88,75,0,query_dense_4_120,eu2005
0,16,256,106,1,137,19,411,287,20,108,305,0,0,0,query_sparse_8_20,eu2005
0,152,284,118,16,158,222,461,274,205,119,361,62,175,0,query_sparse_16_88,eu2005
0,144,614,32,17,419,207,647,288,192,30,499,46,141,55,query_sparse_24_82,eu2005
0,35,152,54,1,100,56,278,218,109,55,192,91,74,0,query_sparse_8_198,eu2005
0,117,427,54,5,338,194,1056,279,67,57,251,0,0,0,query_sparse_16_82,eu2005
0,0,41,0,0,47,0,0,0,0,0,0,0,0,0,query_dense_4_57,eu2005
0,76,148,88,5,35,122,487,120,148,91,273,324,224,198,query_dense_32_65,eu2005
0,23,441,46,2,444,16,82,0,21,42,55,70,81,75,query_sparse_16_52,eu2005
0,59,82,95,1,22,79,295,0,100,94,233,159,116,0,query_sparse_8_69,eu2005
0,155,626,73,19,448,223,691,123,224,81,541,33,20,0,query_sparse_24_148,eu2005
0,22,25,46,1,0,24,85,0,30,14,32,153,32,92,query_dense_16_73,eu2005
0,24,102,161,1,10,49,109,80,51,59,316,622,121,306,query_dense_32_169,eu2005
0,3,21,118,0,0,0,0,0,0,0,0,119,112,0,query_dense_4_118,eu2005
0,40,825,0,6,530,37,1899,464,0,0,0,0,0,0,query_sparse_24_29,eu2005
0,28,111,75,4,81,39,291,0,37,71,115,154,19,107,query_dense_16_80,eu2005
0,78,229,184,7,203,158,272,386,118,185,325,85,57,0,query_sparse_16_40,eu2005
0,23,82,100,1,14,39,264,140,39,39,127,586,110,205,query_dense_32_77,eu2005
0,75,353,103,5,191,91,866,240,68,106,489,52,83,0,query_sparse_16_68,eu2005
0,0,0,69,0,0,0,0,0,0,0,0,0,0,92,query_dense_4_33,eu2005
0,9,33,47,0,0,9,124,0,5,13,44,90,53,99,query_dense_8_122,eu2005
0,27,75,102,5,17,37,297,38,57,98,166,298,145,183,query_dense_24_74,eu2005
0,79,391,0,15,176,154,963,378,0,0,0,0,0,0,query_sparse_16_70,eu2005
0,179,844,51,48,718,266,1338,400,128,52,216,6,63,0,query_sparse_32_2,eu2005
0,17,73,74,0,68,14,62,176,47,76,242,41,61,0,query_sparse_8_40,eu2005
0,107,228,198,11,162,131,273,292,209,199,574,8,91,0,query_sparse_16_146,eu2005
0,140,1324,14,39,975,196,1666,893,37,16,132,0,0,0,query_sparse_32_3,eu2005
0,42,100,255,0,109,52,13,0,73,261,86,392,358,170,query_dense_16_24,eu2005
0,26,31,36,0,0,26,21,0,59,15,39,28,46,63,query_dense_8_49,eu2005
0,7,15,111,0,0,0,0,0,45,93,93,0,0,0,query_dense_4_59,eu2005
0,40,389,90,2,264,44,213,582,56,85,263,91,206,64,query_dense_16_174,eu2005
0,37,59,130,7,11,60,339,90,68,61,178,382,127,213,query_dense_32_166,eu2005
0,107,733,67,17,396,166,1605,673,112,67,567,29,63,0,query_sparse_24_188,eu2005
0,23,112,133,4,16,39,74,50,73,72,158,536,144,269,query_dense_32_193,eu2005
0,16,44,124,0,0,23,71,0,33,112,105,84,36,127,query_dense_8_174,eu2005
0,36,260,110,3,240,15,316,269,55,108,292,46,54,71,query_sparse_16_45,eu2005
0,118,667,9,15,409,175,946,617,161,8,162,5,51,0,query_sparse_16_174,eu2005
0,2,22,76,0,0,0,0,0,0,0,0,75,121,0,query_dense_4_51,eu2005
0,4,145,53,0,0,3,291,206,5,17,515,95,107,52,query_dense_8_58,eu2005
0,228,831,88,36,499,318,1730,333,128,99,702,49,48,0,query_sparse_32_4,eu2005
0,35,298,242,2,53,12,273,124,52,229,1091,200,193,122,query_dense_24_115,eu2005
0,8,21,52,0,0,9,40,0,6,0,28,90,8,82,query_dense_8_39,eu2005
0,135,531,113,26,327,198,1122,232,94,115,315,13,47,0,query_sparse_24_109,eu2005
0,49,200,80,32,54,47,745,352,107,83,255,222,181,69,query_dense_32_86,eu2005
0,27,193,36,2,138,42,597,289,8,37,128,0,0,0,query_sparse_8_74,eu2005
0,34,177,105,15,55,17,229,71,70,51,579,147,75,205,query_dense_24_103,eu2005
0,170,589,120,28,574,232,495,641,182,123,327,149,68,0,query_sparse_24_64,eu2005
0,140,512,90,29,153,215,1604,123,274,91,539,48,35,0,query_sparse_24_69,eu2005
0,27,32,127,0,1,29,188,0,47,125,97,217,86,161,query_dense_16_162,eu2005
0,5,28,101,0,0,0,0,0,27,86,79,0,0,0,query_dense_4_78,eu2005
0,36,84,54,19,2,8,126,0,71,19,112,129,52,121,query_dense_16_152,eu2005
0,65,606,133,5,399,91,700,241,136,135,464,96,152,52,query_sparse_24_182,eu2005
0,0,42,0,0,53,0,0,0,0,0,0,0,0,0,query_dense_4_124,eu2005
0,17,171,133,2,10,35,262,112,43,38,316,517,106,320,query_dense_32_99,eu2005
0,4,118,26,0,127,0,0,0,13,21,39,0,0,64,query_dense_8_46,eu2005
0,17,94,106,0,40,27,175,120,26,102,20,60,189,0,query_dense_8_199,eu2005
0,72,682,58,3,311,64,725,648,83,60,385,105,74,0,query_sparse_16_46,eu2005
0,6,15,81,0,0,0,0,0,13,69,25,0,0,124,query_dense_8_13,eu2005
0,43,383,162,17,212,44,592,345,111,119,633,211,75,171,query_dense_32_82,eu2005
0,32,68,41,1,54,54,338,122,43,45,164,59,26,0,query_sparse_8_137,eu2005
0,12,38,111,0,0,0,0,0,0,0,0,131,127,0,query_dense_4_130,eu2005
0,20,110,30,2,60,33,525,145,30,32,108,0,0,0,query_sparse_8_153,eu2005
0,2,235,36,0,0,3,487,114,6,10,414,131,81,88,query_dense_16_99,eu2005
0,132,611,59,23,383,198,1016,662,106,60,519,23,18,0,query_sparse_24_195,eu2005
0,22,57,67,0,21,27,96,0,43,58,104,174,114,130,query_dense_16_148,eu2005
0,99,997,213,5,736,69,1409,412,147,215,885,18,18,0,query_sparse_32_198,eu2005
0,145,512,101,15,334,197,1046,214,177,100,349,39,127,0,query_sparse_24_4,eu2005
0,5,141,52,0,0,5,312,125,7,12,219,156,91,110,query_dense_16_175,eu2005
0,0,110,0,0,120,0,0,0,0,0,0,0,0,0,query_dense_4_169,eu2005
0,10,13,99,0,0,0,0,0,32,89,62,0,0,0,query_dense_4_163,eu2005
0,24,433,36,3,347,3,148,0,32,30,208,0,0,99,query_dense_16_6,eu2005
0,42,157,98,0,120,53,72,197,80,99,193,74,68,0,query_sparse_8_17,eu2005
0,0,0,63,0,0,0,0,0,0,0,0,0,0,86,query_dense_4_5,eu2005
0,118,915,88,18,440,203,2042,636,9,88,111,0,0,0,query_sparse_24_144,eu2005
0,26,156,68,13,148,51,111,284,80,45,352,241,196,178,query_dense_32_3,eu2005
0,36,136,98,7,45,48,163,0,112,100,244,164,68,0,query_sparse_8_148,eu2005
0,5,40,43,0,0,7,184,0,4,6,41,83,25,97,query_dense_8_6,eu2005
0,239,1144,36,76,570,386,2004,647,112,37,424,41,117,0,query_sparse_32_37,eu2005
0,54,229,57,4,181,74,197,293,85,59,147,80,146,0,query_sparse_8_160,eu2005
0,67,299,78,6,260,111,461,199,88,73,344,116,167,0,query_sparse_16_179,eu2005
0,47,550,46,5,480,40,411,276,78,38,327,14,155,55,query_sparse_16_6,eu2005
0,8,12,86,0,1,16,9,61,13,13,46,293,93,187,query_dense_24_118,eu2005
0,9,188,116,2,174,20,45,0,20,113,33,0,0,67,query_sparse_8_19,eu2005
0,22,95,95,1,1,22,69,246,35,87,116,173,337,108,query_dense_16_79,eu2005
0,88,767,147,4,479,119,1628,558,84,154,587,0,0,0,query_sparse_24_120,eu2005
0,17,153,84,0,0,0,0,0,33,76,204,0,0,0,query_dense_4_129,eu2005
0,19,117,90,3,5,32,242,60,81,55,155,216,44,219,query_dense_32_167,eu2005
0,183,1011,159,20,677,297,2321,177,160,160,595,36,90,0,query_sparse_32_61,eu2005
0,46,323,159,3,168,73,717,215,72,161,229,137,92,0,query_sparse_16_5,eu2005
0,128,274,74,16,211,198,226,0,148,76,137,124,155,19,query_sparse_16_105,eu2005
0,66,273,102,25,13,96,448,289,124,41,373,527,155,208,query_dense_32_120,eu2005
0,41,590,61,22,47,52,1018,194,193,42,724,160,216,131,query_dense_24_198,eu2005
0,7,168,60,0,0,6,341,0,7,9,222,89,42,93,query_dense_8_131,eu2005
0,25,59,153,1,26,27,308,37,48,151,197,229,126,105,query_dense_16_151,eu2005
0,35,27,191,15,3,38,53,0,74,161,70,299,112,151,query_dense_24_32,eu2005
0,53,1024,32,7,749,78,988,738,7,21,256,25,143,0,query_sparse_16_78,eu2005
0,4,6,38,0,0,5,21,0,0,0,0,93,23,82,query_dense_16_41,eu2005
0,59,308,129,6,250,82,203,213,90,125,207,88,102,38,query_sparse_16_130,eu2005
0,11,54,95,0,0,12,123,0,19,50,61,145,17,106,query_dense_8_184,eu2005
0,257,883,103,51,887,377,1095,899,166,111,170,146,120,0,query_sparse_32_34,eu2005
0,118,697,125,14,396,161,1674,250,120,130,629,8,50,0,query_sparse_24_190,eu2005
0,136,960,104,12,830,190,1097,335,123,109,696,62,157,35,query_sparse_32_164,eu2005
0,5,66,182,0,0,0,0,0,0,0,0,200,199,0,query_dense_4_178,eu2005
0,34,84,84,4,17,44,353,0,72,83,229,142,56,0,query_sparse_8_197,eu2005
0,7,18,130,0,0,0,0,0,23,118,73,0,0,0,query_dense_4_11,eu2005
0,8,6,73,0,0,23,20,0,14,18,96,266,50,178,query_dense_24_196,eu2005
0,8,22,86,0,0,0,0,0,16,71,96,0,0,0,query_dense_4_26,eu2005
0,18,6,147,0,0,21,6,0,15,20,47,537,48,323,query_dense_32_25,eu2005
0,16,45,63,0,4,19,88,0,22,32,89,119,64,78,query_dense_8_169,eu2005
0,147,1011,54,13,582,229,2639,387,157,58,344,96,121,0,query_sparse_24_118,eu2005
0,145,672,0,29,467,226,1483,858,0,0,0,0,0,0,query_sparse_24_199,eu2005
0,132,591,115,6,455,168,740,263,177,110,245,164,273,0,query_sparse_24_132,eu2005
0,25,103,47,1,49,32,231,169,54,39,368,81,53,32,query_dense_8_162,eu2005
0,126,761,52,14,654,177,611,924,170,57,281,91,125,34,query_sparse_24_193,eu2005
0,209,1017,130,32,669,324,1149,527,298,135,715,70,118,0,query_sparse_32_95,eu2005
0,152,1012,48,21,674,230,1110,582,186,50,424,0,0,0,query_sparse_24_119,eu2005
0,13,10,91,0,0,0,0,0,39,79,58,0,0,0,query_dense_4_149,eu2005
0,0,225,0,0,233,0,0,0,0,0,0,0,0,0,query_dense_4_197,eu2005
0,57,521,100,24,278,57,1827,558,89,106,556,88,95,61,query_dense_24_83,eu2005
0,91,405,28,16,430,148,611,367,49,28,145,0,0,0,query_sparse_16_48,eu2005
0,111,795,158,10,606,177,2078,391,30,166,313,153,19,0,query_sparse_32_58,eu2005
0,10,96,68,0,0,14,100,215,24,33,44,161,299,97,query_dense_16_194,eu2005
0,74,359,217,9,238,106,766,417,129,222,562,0,0,0,query_sparse_16_61,eu2005
0,94,1578,21,3,642,138,1406,872,77,22,568,0,0,0,query_sparse_16_196,eu2005
0,40,117,75,1,64,58,149,134,64,76,151,46,22,0,query_sparse_8_134,eu2005
0,16,97,121,0,0,31,98,48,26,17,120,507,89,305,query_dense_32_10,eu2005
0,37,262,51,31,156,17,1095,411,100,24,213,168,17,101,query_dense_24_155,eu2005
0,31,116,148,3,20,51,91,0,77,65,130,553,145,308,query_dense_32_110,eu2005
0,43,148,56,5,98,70,240,198,10,56,188,55,109,0,query_sparse_8_150,eu2005
0,29,126,156,4,54,38,360,136,59,145,217,280,369,127,query_dense_24_82,eu2005
0,46,136,115,3,55,49,342,0,84,119,228,167,121,0,query_sparse_8_23,eu2005
0,137,551,43,23,449,195,1104,613,142,45,262,72,92,0,query_sparse_16_109,eu2005
0,8,13,81,0,0,0,0,0,25,76,77,0,0,0,query_dense_4_166,eu2005
0,40,471,41,4,457,58,693,400,19,41,66,67,214,0,query_sparse_16_173,eu2005
0,18,28,162,0,0,26,250,0,38,154,26,107,52,125,query_dense_8_135,eu2005
0,46,451,46,5,252,53,542,658,30,35,128,75,97,87,query_dense_16_46,eu2005
0,75,556,166,4,400,113,757,576,115,168,434,123,155,0,query_sparse_16_94,eu2005
0,127,520,0,21,229,222,1737,346,0,0,0,0,0,0,query_sparse_16_185,eu2005
0,96,891,29,12,273,146,1368,306,88,32,800,61,86,0,query_sparse_16_63,eu2005
0,33,367,154,1,357,16,4,0,90,112,368,177,80,156,query_dense_32_154,eu2005
0,15,187,175,7,74,12,235,67,34,156,366,66,109,65,query_dense_16_54,eu2005
0,20,25,142,0,0,28,242,0,35,142,22,78,53,87,query_dense_8_159,eu2005
0,5,92,70,0,0,7,147,79,11,6,84,158,192,124,query_dense_16_196,eu2005
0,80,709,90,5,548,99,1088,547,37,83,318,13,41,0,query_sparse_24_115,eu2005
0,78,45,82,21,6,115,91,85,141,24,95,408,101,145,query_dense_32_137,eu2005
0,150,1277,28,24,1092,201,1439,583,169,28,410,23,166,0,query_sparse_32_89,eu2005
0,35,144,94,3,90,36,165,316,61,87,184,236,197,221,query_dense_32_146,eu2005
0,297,692,106,67,639,456,803,726,370,99,249,134,207,0,query_sparse_32_39,eu2005
0,16,5,50,0,0,21,83,0,26,27,45,145,21,116,query_dense_16_140,eu2005
0,91,775,48,5,680,159,1377,319,42,52,228,34,64,0,query_sparse_32_114,eu2005
0,42,152,94,3,91,60,579,210,45,96,232,79,108,0,query_sparse_8_117,eu2005
0,34,105,144,0,64,40,106,101,59,137,102,252,340,123,query_dense_16_144,eu2005
0,95,1372,0,10,1016,129,2377,1343,0,0,0,0,0,0,query_sparse_32_108,eu2005
0,27,159,224,6,26,36,356,64,61,208,515,270,127,271,query_dense_24_76,eu2005
0,166,800,11,29,423,272,2656,371,8,11,168,0,0,0,query_sparse_32_86,eu2005
