Data,Pattern,Algorithm,Load and preprocess time,Filtering time,Ordering time,Enumeration time,Total time,#Embeddings
hprd,query_sparse_24_23,ORBIT,0.01594047,0.00405976,7.916e-05,1.884e-05,0.02009823,4
hprd,query_sparse_32_82,GraphQL,0.0288066,0.00094805,2.299e-05,5.887e-05,0.02983651,3180
hprd,query_dense_8_8,VF2++,0.02227852,0.00029054,4.329e-05,2.165e-05,0.022634,4
hprd,query_dense_16_16,TurboISO,0.01624948,0.00011073,2.261e-05,2.029e-05,0.01640311,48
hprd,query_sparse_32_142,DPiso,0.01625602,0.00035236,1.837e-05,0.00086263,0.01748938,41184
hprd,query_sparse_24_65,DPiso,0.01662898,0.00024597,2.04e-05,0.00035019,0.017245540000000004,3780
hprd,query_sparse_32_153,VF2++,0.0155494,0.00069215,6.198e-05,0.00477016,0.02107369,58320
hprd,query_dense_4_85,TurboISO,0.01561328,9.561e-05,2.13e-05,2.127e-05,0.01575146,13
hprd,query_dense_16_190,ORBIT,0.01679343,0.00321755,4.222e-05,1.494e-05,0.02006814,6
hprd,query_dense_4_4,TurboISO,0.01599411,8.391e-05,1.916e-05,9.06e-06,0.01610624,2
hprd,query_sparse_8_151,GraphQL,0.02681336,0.00020191,1.578e-05,1.012e-05,0.02704117,14
hprd,query_sparse_8_178,VF2++,0.01656365,0.00029001,3.927e-05,2.012e-05,0.01691305,196
hprd,query_dense_24_101,VF2++,0.01720718,0.00051466,5.08e-05,2.549e-05,0.01779813,12
hprd,query_sparse_16_38,ORBIT,0.01673222,0.00313806,3.742e-05,1.702e-05,0.019924719999999996,30
hprd,query_dense_16_129,DPiso,0.0155048,0.00015046,2.445e-05,2.064e-05,0.01570035,33
hprd,query_sparse_8_105,DPiso,0.01620537,9.116e-05,1.525e-05,1.28e-05,0.01632458,1
hprd,query_dense_32_192,ORBIT,0.01641695,0.00403308,0.00013492,2.126e-05,0.02060621,2
hprd,query_sparse_24_52,TurboISO,0.01734665,0.00016393,2.662e-05,1.568e-05,0.017552880000000003,2
hprd,query_dense_32_47,DPiso,0.01608057,0.00040258,1.766e-05,7.548e-05,0.016576289999999997,300
hprd,query_dense_32_179,GraphQL,0.02458857,0.00089679,2.865e-05,7.814e-05,0.025592150000000004,167
hprd,query_dense_32_130,DPiso,0.01662691,0.00101861,1.843e-05,4.041e-05,0.017704360000000002,80
hprd,query_dense_32_73,VF2++,0.0157441,0.00049117,6.375e-05,2.137e-05,0.01632039,6
hprd,query_sparse_24_193,DPiso,0.01697418,0.0002835,1.957e-05,3.205e-05,0.017309299999999996,4
hprd,query_dense_32_80,ORBIT,0.01637599,0.0039933,0.00010766,2.334e-05,0.020500289999999997,264
hprd,query_sparse_24_154,TurboISO,0.01714181,0.00014791,2.783e-05,2.178e-05,0.01733933,153
hprd,query_dense_16_102,VF2++,0.02191218,0.00024935,4.269e-05,1.578e-05,0.02222,1
hprd,query_sparse_8_156,DPiso,0.01610138,0.00010454,1.591e-05,1.376e-05,0.01623559,2
hprd,query_dense_24_19,ORBIT,0.01619738,0.00331427,8.436e-05,2.396e-05,0.01961997,24
hprd,query_sparse_32_177,DPiso,0.01576978,0.00028205,1.811e-05,0.16686847,0.18293841,2759508
hprd,query_sparse_24_14,DPiso,0.01636429,0.0002706,1.698e-05,1.887e-05,0.01667074,3
hprd,query_sparse_32_23,ORBIT,0.01598169,0.00322469,0.00010554,9.263e-05,0.01940455,2160
hprd,query_sparse_16_184,TurboISO,0.01697383,0.00018262,4.294e-05,1.94e-05,0.01721879,4
hprd,query_sparse_32_155,ORBIT,0.01515974,0.00291822,0.00010179,1.149e-05,0.01819124,0
hprd,query_dense_4_105,GraphQL,0.04299827,6.557e-05,1.684e-05,1.154e-05,0.043092219999999994,1
hprd,query_sparse_8_61,VF2++,0.01638013,0.00013692,3.699e-05,1.332e-05,0.01656736,8
hprd,query_dense_16_49,VF2++,0.03040092,0.00034567,4.202e-05,1.991e-05,0.030808520000000002,1
hprd,query_sparse_32_33,TurboISO,0.02712223,0.00022102,9.615e-05,0.00018308,0.027622479999999998,984
hprd,query_dense_8_134,ORBIT,0.01652747,0.00300335,3.19e-05,1.711e-05,0.01957983,24
hprd,query_dense_16_156,DPiso,0.01662144,0.00015149,1.442e-05,1.576e-05,0.016803110000000003,40
hprd,query_dense_24_198,ORBIT,0.01649438,0.00362424,5.866e-05,1.961e-05,0.02019689,14
hprd,query_dense_4_15,TurboISO,0.01637375,7.065e-05,2.116e-05,1.131e-05,0.016476869999999998,2
hprd,query_dense_24_35,GraphQL,0.0334993,0.0004715,2.005e-05,1.201e-05,0.03400286,2
hprd,query_dense_32_138,TurboISO,0.01533017,0.00016713,2.744e-05,3.945e-05,0.01556419,336
hprd,query_sparse_8_101,TurboISO,0.01675987,0.0001029,2.821e-05,1.76e-05,0.01690858,60
hprd,query_dense_32_53,VF2++,0.03837934,0.00044195,5.502e-05,1.994e-05,0.03889625,2
hprd,query_sparse_32_106,GraphQL,0.03969521,0.00106253,2.462e-05,0.00735278,0.04813514000000001,375120
hprd,query_dense_24_114,ORBIT,0.016287,0.00331819,7.769e-05,1.794e-05,0.019700819999999997,6
hprd,query_sparse_16_15,DPiso,0.0165988,0.00015156,1.661e-05,2.643e-05,0.0167934,358
hprd,query_dense_8_14,ORBIT,0.01587304,0.00271713,2.257e-05,1.129e-05,0.018624030000000003,2
hprd,query_dense_16_60,VF2++,0.01565649,0.00032047,4.191e-05,1.882e-05,0.016037689999999997,280
hprd,query_sparse_8_1,TurboISO,0.01634182,9.615e-05,2.128e-05,1.377e-05,0.016473019999999998,44
hprd,query_dense_24_94,DPiso,0.01509545,0.00022585,1.739e-05,2.154e-05,0.01536023,6
hprd,query_sparse_32_5,GraphQL,0.02838048,0.00068296,2.315e-05,0.01208226,0.04116885,276480
hprd,query_dense_8_178,TurboISO,0.01588652,9.302e-05,2.15e-05,1.628e-05,0.01601732,112
hprd,query_sparse_32_168,TurboISO,0.01590162,0.00022286,2.588e-05,0.00019445,0.016344809999999998,6600
hprd,query_sparse_8_200,TurboISO,0.01730447,9.377e-05,2.303e-05,1.163e-05,0.017432899999999998,1
hprd,query_dense_4_95,ORBIT,0.01611281,0.0029753,1.936e-05,1.053e-05,0.019118000000000003,1
hprd,query_sparse_16_131,ORBIT,0.02973009,0.0033346,4.021e-05,1.793e-05,0.03312283,24
hprd,query_dense_16_64,DPiso,0.01495807,0.0001255,2.042e-05,1.617e-05,0.01512016,3
hprd,query_dense_16_70,GraphQL,0.02423019,0.000485,1.84e-05,1.64e-05,0.024749989999999996,65
hprd,query_dense_32_172,VF2++,0.01516934,0.00051508,5.515e-05,9.431e-05,0.01583388,3136
hprd,query_sparse_32_172,TurboISO,0.01549583,0.00027061,2.831e-05,0.02893938,0.04473413,2731050
hprd,query_dense_16_41,VF2++,0.02399735,0.00039409,4.517e-05,1.941e-05,0.024456020000000002,15
hprd,query_dense_8_124,GraphQL,0.01595828,0.0001407,1.994e-05,1.107e-05,0.016129989999999997,2
hprd,query_sparse_32_20,GraphQL,0.02964454,0.00073185,2.739e-05,3.529e-05,0.03043907,900
hprd,query_dense_16_10,GraphQL,0.03063859,0.0003953,1.724e-05,9.39e-06,0.031060520000000005,4
hprd,query_sparse_8_58,TurboISO,0.0166983,9.779e-05,1.997e-05,9.96e-06,0.01682602,6
hprd,query_dense_32_156,GraphQL,0.03244617,0.0007167,2.447e-05,1.641e-05,0.033203750000000004,27
hprd,query_dense_4_65,TurboISO,0.01651185,0.00010411,2.15e-05,9.77e-06,0.016647230000000002,10
hprd,query_dense_16_82,ORBIT,0.01598823,0.00326624,4.365e-05,2.441e-05,0.019322529999999997,192
hprd,query_sparse_8_75,DPiso,0.01541804,0.00014455,1.559e-05,1.607e-05,0.015594249999999999,60
hprd,query_dense_32_115,VF2++,0.01607067,0.00053459,6.437e-05,8.323e-05,0.01675286,840
hprd,query_dense_24_67,VF2++,0.03172447,0.00029344,4.549e-05,3.752e-05,0.03210092,4
hprd,query_dense_8_166,VF2++,0.01609577,0.00014297,3.125e-05,1.237e-05,0.01628236,10
hprd,query_sparse_32_101,GraphQL,0.03146708,0.00084558,2.179e-05,2.355e-05,0.032358,672
hprd,query_sparse_8_133,ORBIT,0.02760958,0.00266706,2.439e-05,1.189e-05,0.03031292,4
hprd,query_dense_32_96,TurboISO,0.01641814,0.00017512,2.747e-05,2.229e-05,0.016643020000000005,2
hprd,query_sparse_16_8,DPiso,0.01584527,0.00031282,1.924e-05,0.00034944,0.01652677,17600
hprd,query_dense_16_178,TurboISO,0.01641321,0.00012072,2.511e-05,1.469e-05,0.016573730000000002,3
hprd,query_sparse_32_10,DPiso,0.01658526,0.00024837,1.774e-05,2.142e-05,0.016872790000000002,4
hprd,query_sparse_16_54,ORBIT,0.01373187,0.00297381,4.004e-05,2.081e-05,0.01676653,120
hprd,query_sparse_8_140,TurboISO,0.01673887,7.81e-05,2.311e-05,1.283e-05,0.01685291,4
hprd,query_dense_24_195,VF2++,0.01640933,0.00075009,5.918e-05,3.161e-05,0.01725021,432
hprd,query_dense_8_192,GraphQL,0.03260841,0.00019626,1.89e-05,1.053e-05,0.0328341,4
hprd,query_sparse_32_86,DPiso,0.01678426,0.00033929,1.929e-05,0.0034153,0.02055814,9440
hprd,query_dense_4_63,ORBIT,0.01555693,0.00275497,1.682e-05,8.37e-06,0.01833709,1
hprd,query_sparse_16_191,TurboISO,0.01648483,0.00011168,2.407e-05,1.583e-05,0.01663641,40
hprd,query_dense_32_100,VF2++,0.01632398,0.00093511,7.1e-05,1.914e-05,0.01734923,1
hprd,query_dense_16_44,DPiso,0.01611173,0.00021679,1.696e-05,1.681e-05,0.01636229,36
hprd,query_sparse_16_31,DPiso,0.01540947,0.00013824,1.491e-05,1.706e-05,0.015579679999999999,30
hprd,query_dense_16_163,TurboISO,0.01636106,0.00012289,2.62e-05,3.334e-05,0.01654349,456
hprd,query_sparse_24_96,GraphQL,0.02274644,0.0006217,1.979e-05,3.962e-05,0.02342755,1080
hprd,query_sparse_24_101,DPiso,0.01634288,0.0002265,1.693e-05,8.422e-05,0.01667053,3168
hprd,query_dense_8_196,GraphQL,0.04691981,0.00011864,1.424e-05,6.94e-06,0.04705963,6
hprd,query_dense_8_115,TurboISO,0.01584815,8.51e-05,2.318e-05,1.529e-05,0.015971720000000002,224
hprd,query_dense_16_80,TurboISO,0.01611818,0.00014027,2.717e-05,2.369e-05,0.01630931,50
hprd,query_dense_32_93,DPiso,0.01623861,0.00030162,1.868e-05,2.839e-05,0.0165873,12
hprd,query_sparse_24_172,DPiso,0.01713383,0.00027936,1.686e-05,6.803e-05,0.01749808,288
hprd,query_dense_32_13,DPiso,0.01692761,0.00030529,1.635e-05,4.015e-05,0.017289399999999996,16
hprd,query_sparse_32_64,ORBIT,0.01681996,0.00502564,0.00011604,9.346e-05,0.0220551,2808
hprd,query_dense_8_99,DPiso,0.01647297,9.509e-05,1.862e-05,1.555e-05,0.01660223,4
hprd,query_dense_32_139,TurboISO,0.01626734,0.00022448,2.961e-05,0.00014386,0.01666529,48
hprd,query_dense_16_67,TurboISO,0.01697333,0.0001404,2.502e-05,1.637e-05,0.01715512,24
hprd,query_sparse_8_25,DPiso,0.01799706,9.629e-05,1.627e-05,1.692e-05,0.018126539999999997,56
hprd,query_dense_24_167,TurboISO,0.01594921,0.00015857,2.433e-05,2.516e-05,0.016157269999999998,2
hprd,query_sparse_16_169,ORBIT,0.01499756,0.00400352,4.17e-05,1.816e-05,0.01906094,12
hprd,query_sparse_16_76,ORBIT,0.01582803,0.00329593,3.79e-05,1.438e-05,0.01917624,4
hprd,query_sparse_24_104,VF2++,0.01674724,0.00059979,5.935e-05,2.551e-05,0.01743189,8
hprd,query_sparse_32_31,TurboISO,0.01670821,0.00021779,2.744e-05,2.444e-05,0.01697788,120
hprd,query_sparse_32_171,GraphQL,0.0266329,0.00086279,2.322e-05,1.685e-05,0.02753576,60
hprd,query_dense_24_157,ORBIT,0.01568535,0.00361908,6.493e-05,1.904e-05,0.019388400000000004,5
hprd,query_sparse_16_26,TurboISO,0.02687187,0.00037247,2.536e-05,0.0001592,0.0274289,2856
hprd,query_sparse_24_71,ORBIT,0.01567995,0.00284152,6.57e-05,0.00955862,0.02814579,580800
hprd,query_sparse_24_152,VF2++,0.03469236,0.00054567,4.919e-05,2.116e-05,0.03530837999999999,12
hprd,query_sparse_16_27,DPiso,0.01583335,0.00021107,1.77e-05,1.926e-05,0.01608138,8
hprd,query_dense_4_158,DPiso,0.01636483,0.00015003,1.593e-05,1.7e-05,0.01654779,10
hprd,query_dense_4_93,VF2++,0.02100936,0.00015478,4.233e-05,1.184e-05,0.02121831,3
hprd,query_dense_32_29,TurboISO,0.01590139,0.00016537,2.905e-05,2.877e-05,0.016124580000000003,12
hprd,query_dense_4_57,ORBIT,0.02675426,0.00222867,1.829e-05,9.27e-06,0.029010489999999996,10
hprd,query_dense_24_22,ORBIT,0.0329474,0.00378004,7.527e-05,1.966e-05,0.03682237,54
hprd,query_sparse_32_2,VF2++,0.01600378,0.00109831,6.942e-05,0.04115022,0.05832173,2348736
hprd,query_dense_32_39,DPiso,0.01708945,0.00036574,1.953e-05,5.793e-05,0.01753265,576
hprd,query_dense_4_22,VF2++,0.01734017,0.00011999,2.975e-05,1.498e-05,0.01750489,343
hprd,query_dense_16_109,DPiso,0.01680229,0.00014616,1.492e-05,1.55e-05,0.016978870000000004,9
hprd,query_sparse_8_136,TurboISO,0.01598156,8.142e-05,2.367e-05,1.188e-05,0.016098529999999996,3
hprd,query_dense_8_123,GraphQL,0.03652512,0.00037721,1.96e-05,9.4e-06,0.036931330000000005,2
hprd,query_sparse_32_154,TurboISO,0.01586586,0.00020492,3.292e-05,0.00019082,0.01629452,22400
hprd,query_dense_24_39,VF2++,0.03060077,0.00074458,5.246e-05,5.186e-05,0.03144967,51
hprd,query_dense_8_140,GraphQL,0.02278772,0.00027388,1.789e-05,8.95e-06,0.023088440000000002,2
hprd,query_sparse_8_112,GraphQL,0.01927621,0.00020017,1.663e-05,9.83e-06,0.019502839999999997,2
hprd,query_sparse_24_174,ORBIT,0.01594077,0.00341575,6.265e-05,2.24e-05,0.01944157,208
hprd,query_dense_4_53,DPiso,0.01584832,0.00012465,1.596e-05,1.392e-05,0.01600285,100
hprd,query_dense_32_12,GraphQL,0.02487486,0.00068635,2.331e-05,1.464e-05,0.025599159999999996,8
hprd,query_dense_4_93,TurboISO,0.01575878,9.223e-05,3.232e-05,9.45e-06,0.01589278,3
hprd,query_dense_8_66,DPiso,0.01571888,0.0001309,1.501e-05,2.443e-05,0.01588922,186
hprd,query_sparse_8_181,TurboISO,0.01605449,8.39e-05,2.15e-05,1.398e-05,0.016173870000000003,70
hprd,query_sparse_32_163,ORBIT,0.01695781,0.00397022,0.00010909,0.00010302,0.021140139999999998,2372
hprd,query_dense_24_181,TurboISO,0.01527306,0.00016826,2.355e-05,1.857e-05,0.015483440000000001,142
hprd,query_sparse_16_117,DPiso,0.01735056,0.00014964,1.588e-05,1.901e-05,0.01753509,165
hprd,query_dense_8_123,DPiso,0.017598,0.00016519,1.618e-05,1.413e-05,0.0177935,2
hprd,query_dense_24_174,ORBIT,0.01549448,0.00370834,6.671e-05,1.777e-05,0.0192873,4
hprd,query_sparse_8_35,DPiso,0.01693306,0.00010153,1.541e-05,1.281e-05,0.017062809999999998,1
hprd,query_dense_8_144,TurboISO,0.01716392,0.00016386,2.699e-05,2.271e-05,0.017377479999999997,4
hprd,query_dense_16_144,GraphQL,0.0360436,0.00059436,2.23e-05,1.191e-05,0.036672170000000004,12
hprd,query_dense_8_140,ORBIT,0.015801,0.00319692,2.14e-05,1.244e-05,0.019031759999999998,2
hprd,query_sparse_8_164,TurboISO,0.0169666,0.00010371,2.294e-05,1.344e-05,0.017106689999999997,64
hprd,query_sparse_16_119,GraphQL,0.01735017,0.00041255,1.936e-05,1.39e-05,0.017795980000000003,12
hprd,query_dense_4_163,DPiso,0.01681539,6.882e-05,1.457e-05,1.223e-05,0.016911009999999997,1
hprd,query_sparse_24_129,ORBIT,0.0162223,0.00246185,6.122e-05,1.551e-05,0.018760879999999997,1
hprd,query_sparse_32_16,GraphQL,0.01623081,0.00104025,2.585e-05,0.02020446,0.03750137,419200
hprd,query_dense_32_183,ORBIT,0.01449937,0.00305818,0.00011336,1.644e-05,0.017687349999999998,4
hprd,query_dense_16_53,ORBIT,0.01570007,0.00342356,3.866e-05,1.919e-05,0.019181479999999997,104
hprd,query_sparse_32_91,DPiso,0.01563749,0.00029945,1.74e-05,0.00131367,0.01726801,6080
hprd,query_sparse_32_187,TurboISO,0.01597789,0.00023337,3.299e-05,2.637e-05,0.016270620000000003,66
hprd,query_dense_16_50,DPiso,0.01614934,0.00017078,1.705e-05,1.658e-05,0.01635375,2
hprd,query_dense_24_111,VF2++,0.01618163,0.00069781,6.715e-05,3.428e-05,0.01698087,19
hprd,query_dense_24_109,GraphQL,0.02718332,0.00037675,1.997e-05,1.179e-05,0.02759183,4
hprd,query_sparse_24_117,VF2++,0.01613573,0.00054415,4.682e-05,5.528e-05,0.016781980000000002,544
hprd,query_sparse_32_96,TurboISO,0.03095851,0.00023356,3.026e-05,2.286e-05,0.031245190000000003,12
hprd,query_sparse_32_122,VF2++,0.02173277,0.0004649,6.47e-05,8.496e-05,0.02234733,156
hprd,query_dense_16_67,ORBIT,0.01667809,0.00304499,3.697e-05,1.651e-05,0.019776560000000002,24
hprd,query_dense_24_165,VF2++,0.01508382,0.00039904,5.298e-05,4.686e-05,0.015582699999999998,28
hprd,query_sparse_8_163,DPiso,0.01608577,0.00012559,1.498e-05,1.327e-05,0.016239609999999998,12
hprd,query_dense_8_79,DPiso,0.01602906,0.00015286,1.699e-05,1.934e-05,0.016218250000000003,10
hprd,query_dense_4_89,GraphQL,0.03984552,0.00012618,1.418e-05,9.7e-06,0.03999558,8
hprd,query_sparse_16_31,VF2++,0.01689351,0.00015748,4.202e-05,1.918e-05,0.017112190000000003,30
hprd,query_dense_4_121,GraphQL,0.02195113,0.00012004,1.639e-05,1.338e-05,0.02210094,11
hprd,query_sparse_24_196,VF2++,0.01609,0.00021664,5.471e-05,2.214e-05,0.01638349,24
hprd,query_dense_32_116,GraphQL,0.01629213,0.00087867,2.265e-05,1.612e-05,0.01720957,12
hprd,query_dense_8_191,VF2++,0.01540142,7.526e-05,4.056e-05,1.445e-05,0.01553169,8
hprd,query_dense_32_37,VF2++,0.01647641,0.0007049,6.794e-05,2.52e-05,0.01727445,16
hprd,query_sparse_32_69,DPiso,0.01625638,0.0002802,2.032e-05,2.488e-05,0.016581780000000004,2
hprd,query_sparse_8_197,VF2++,0.01582885,0.00023203,3.581e-05,2.31e-05,0.016119790000000002,10
hprd,query_dense_8_114,ORBIT,0.03193682,0.00312462,2.741e-05,1.455e-05,0.0351034,8
hprd,query_dense_24_102,VF2++,0.01544901,0.00065833,5.211e-05,3.19e-05,0.016191350000000004,2
hprd,query_sparse_32_194,ORBIT,0.02777982,0.00401645,0.00012136,0.00018866,0.03210629,6410
hprd,query_dense_4_163,VF2++,0.0166602,9.346e-05,3.287e-05,1.175e-05,0.016798280000000002,1
hprd,query_sparse_16_152,GraphQL,0.01597408,0.00041213,2.021e-05,3.365e-05,0.01644007,450
hprd,query_sparse_24_67,VF2++,0.01727874,0.00076769,6.443e-05,4.05e-05,0.018151360000000002,16
hprd,query_sparse_24_34,TurboISO,0.01591714,0.00020475,3.207e-05,9.912e-05,0.01625308,5545
hprd,query_dense_24_28,DPiso,0.01542668,0.00028986,1.745e-05,2.364e-05,0.015757629999999998,80
hprd,query_dense_4_139,TurboISO,0.01570577,0.00017113,4.307e-05,1.894e-05,0.015938909999999997,403
hprd,query_dense_24_111,ORBIT,0.01624727,0.00355529,7.981e-05,2.297e-05,0.01990534,19
hprd,query_dense_16_62,TurboISO,0.01681449,0.00016284,2.635e-05,2.283e-05,0.017026510000000005,48
hprd,query_dense_8_69,DPiso,0.01664848,0.00013717,1.63e-05,1.493e-05,0.01681688,4
hprd,query_dense_8_13,GraphQL,0.03029899,0.00031161,1.917e-05,9.9e-06,0.03063967,32
hprd,query_dense_24_182,ORBIT,0.03091255,0.00332558,7.081e-05,1.976e-05,0.0343287,16
hprd,query_sparse_24_171,DPiso,0.01606153,0.00024719,1.888e-05,0.00010726,0.016434860000000003,5280
hprd,query_sparse_32_51,TurboISO,0.01645826,0.00025721,2.923e-05,3.766e-05,0.01678236,672
hprd,query_sparse_32_101,VF2++,0.01571266,0.00061019,6.695e-05,0.0003683,0.016758099999999998,672
hprd,query_sparse_32_86,ORBIT,0.03609065,0.00394009,0.00011907,0.00026668,0.04041649,9440
hprd,query_dense_4_17,ORBIT,0.01576798,0.00251483,1.716e-05,8.56e-06,0.01830853,1
hprd,query_sparse_24_145,ORBIT,0.01565124,0.00286926,6.498e-05,1.939e-05,0.018604870000000003,64
hprd,query_sparse_32_93,GraphQL,0.03191386,0.0007656,2.246e-05,2.458e-05,0.032726500000000006,576
hprd,query_dense_24_12,TurboISO,0.01638591,0.00014935,3.212e-05,2.061e-05,0.01658799,36
hprd,query_sparse_24_54,GraphQL,0.05171274,0.00096411,3.854e-05,0.00013816,0.05285354999999999,1232
hprd,query_sparse_8_4,DPiso,0.0156826,0.00016397,1.56e-05,1.688e-05,0.015879050000000002,5
hprd,query_dense_24_118,VF2++,0.01577921,0.00059784,6.44e-05,2.212e-05,0.016463569999999997,6
hprd,query_dense_8_108,DPiso,0.01719603,0.00010599,1.46e-05,1.218e-05,0.017328800000000002,5
hprd,query_sparse_24_126,GraphQL,0.02953657,0.00077432,1.96e-05,1.513e-05,0.03034562,108
hprd,query_sparse_32_34,TurboISO,0.01705395,0.00023256,3.467e-05,4.278e-05,0.017363959999999998,1120
hprd,query_dense_8_54,DPiso,0.01533139,0.00010784,1.549e-05,1.245e-05,0.01546717,1
hprd,query_dense_16_125,ORBIT,0.01547201,0.00322252,4.206e-05,1.468e-05,0.01875127,1
hprd,query_dense_16_69,VF2++,0.02687258,0.00011504,4.018e-05,1.239e-05,0.027040190000000002,1
hprd,query_sparse_16_118,GraphQL,0.01561292,0.00036366,1.706e-05,0.0072934,0.023287040000000002,69300
hprd,query_dense_4_72,DPiso,0.01456673,0.0001013,1.589e-05,1.631e-05,0.01470023,264
hprd,query_dense_24_96,VF2++,0.01599949,0.00040393,4.847e-05,2.668e-05,0.01647857,20
hprd,query_dense_16_57,TurboISO,0.01644447,0.00014213,2.318e-05,1.666e-05,0.016626440000000003,40
hprd,query_dense_24_190,TurboISO,0.01564905,0.0001885,3.115e-05,2.05e-05,0.015889200000000003,3
hprd,query_dense_24_6,TurboISO,0.01631062,0.00013834,3.917e-05,4.041e-05,0.016528540000000005,48
hprd,query_dense_8_171,TurboISO,0.01547838,8.808e-05,2.412e-05,4.062e-05,0.0156312,6
hprd,query_dense_8_188,VF2++,0.01514573,0.00014084,3.934e-05,1.557e-05,0.01534148,6
hprd,query_dense_32_192,VF2++,0.01593212,0.00063665,6.864e-05,2.38e-05,0.01666121,2
hprd,query_sparse_16_144,ORBIT,0.01577701,0.00255132,4.239e-05,1.623e-05,0.01838695,36
hprd,query_dense_16_54,GraphQL,0.03806474,0.00069733,1.969e-05,7.487e-05,0.03885663,36
hprd,query_sparse_24_33,GraphQL,0.02506402,0.00062309,2.037e-05,1.614e-05,0.02572362,150
hprd,query_sparse_32_139,VF2++,0.01482292,0.00057559,6.711e-05,0.06005687,0.07552249,14080
hprd,query_dense_24_96,GraphQL,0.04185719,0.00096549,3.68e-05,2.48e-05,0.04288428,20
hprd,query_dense_16_167,GraphQL,0.02545406,0.00048333,1.843e-05,2.254e-05,0.025978360000000002,2
hprd,query_sparse_32_138,GraphQL,0.02708243,0.00105898,2.369e-05,0.00080851,0.02897361,4704
hprd,query_dense_32_181,DPiso,0.01547374,0.00038461,1.918e-05,0.00013507,0.016012600000000002,464
hprd,query_sparse_24_133,TurboISO,0.02650577,0.00050956,2.569e-05,2.12e-05,0.027062219999999998,36
hprd,query_sparse_16_170,ORBIT,0.01646897,0.00324117,4.127e-05,1.769e-05,0.0197691,20
hprd,query_sparse_24_118,VF2++,0.01628371,0.00058557,5.882e-05,2.03e-05,0.016948400000000002,24
hprd,query_sparse_24_101,TurboISO,0.01709226,0.0002139,3.062e-05,6.097e-05,0.01739775,3168
hprd,query_sparse_24_157,DPiso,0.0164926,0.00021721,2.221e-05,2.082e-05,0.01675284,5
hprd,query_dense_16_112,GraphQL,0.01662767,0.00081646,1.777e-05,1.194e-05,0.01747384,84
hprd,query_dense_4_114,TurboISO,0.01633613,0.00010814,3.382e-05,1.424e-05,0.01649233,52
hprd,query_dense_16_65,ORBIT,0.01472078,0.00289016,4.309e-05,1.645e-05,0.01767048,2
hprd,query_sparse_24_2,DPiso,0.01602067,0.00025154,1.973e-05,3.73e-05,0.016329240000000002,60
hprd,query_dense_4_87,TurboISO,0.01615557,9.818e-05,2.394e-05,1.063e-05,0.016288320000000002,3
hprd,query_dense_16_37,VF2++,0.01534393,0.00030216,4.309e-05,2.303e-05,0.01571221,66
hprd,query_dense_32_11,VF2++,0.02818581,0.00059539,5.831e-05,3.215e-05,0.02887166,8
hprd,query_dense_16_94,GraphQL,0.07841956,0.00051312,2.069e-05,1.358e-05,0.07896695000000001,12
hprd,query_dense_4_138,ORBIT,0.01695674,0.00228829,1.718e-05,1.045e-05,0.01927266,105
hprd,query_sparse_8_158,TurboISO,0.01611291,0.0001246,2.202e-05,1.481e-05,0.01627434,8
hprd,query_dense_24_26,VF2++,0.01590323,0.00026162,4.868e-05,2.271e-05,0.01623624,18
hprd,query_sparse_24_63,TurboISO,0.0269644,0.00041136,2.676e-05,1.736e-05,0.02741988,40
hprd,query_sparse_32_141,DPiso,0.01567241,0.00029842,1.967e-05,0.00010023,0.01609073,1500
hprd,query_sparse_16_91,DPiso,0.01697903,0.00025434,1.645e-05,2.099e-05,0.017270809999999998,78
hprd,query_sparse_32_156,TurboISO,0.01444508,0.00016947,2.879e-05,9.903e-05,0.014742370000000001,8232
hprd,query_sparse_24_32,VF2++,0.01508799,0.00041129,5.428e-05,0.00105427,0.01660783,28992
hprd,query_sparse_32_35,VF2++,0.01598788,0.00064196,6.271e-05,7.624e-05,0.016768790000000002,1152
hprd,query_dense_24_200,DPiso,0.01662254,0.00029891,1.904e-05,2.36e-05,0.01696409,8
hprd,query_sparse_24_16,VF2++,0.01557358,0.00029459,4.575e-05,6.928e-05,0.015983200000000003,1254
hprd,query_sparse_16_145,VF2++,0.03522312,0.0003531,4.527e-05,6.57e-05,0.03568719,144
hprd,query_sparse_16_35,DPiso,0.01649075,0.00016594,1.676e-05,2.534e-05,0.016698789999999998,180
hprd,query_dense_32_89,VF2++,0.01590727,0.00083863,0.00074968,7.194e-05,0.01756752,64
hprd,query_dense_24_90,TurboISO,0.01711868,0.00026221,2.643e-05,2.99e-05,0.01743722,10
hprd,query_sparse_32_74,ORBIT,0.03880574,0.00333989,9.71e-05,0.0007722,0.04301493,14560
hprd,query_sparse_24_118,DPiso,0.0161281,0.00023328,1.926e-05,2.4e-05,0.016404639999999998,24
hprd,query_sparse_16_91,ORBIT,0.03547359,0.00551058,0.0001377,5.016e-05,0.04117203,78
hprd,query_sparse_16_133,GraphQL,0.04818276,0.000448,1.702e-05,1.305e-05,0.048660829999999995,64
hprd,query_dense_24_86,VF2++,0.01565991,0.0006173,5.627e-05,1.997e-05,0.016353450000000002,12
hprd,query_sparse_16_184,GraphQL,0.02558496,0.00073404,1.898e-05,1.056e-05,0.02634854,4
hprd,query_dense_24_120,GraphQL,0.04266819,0.0006719,3.485e-05,1.249e-05,0.043387430000000005,16
