Data,Pattern,Algorithm,Load and preprocess time,Filtering time,Ordering time,Enumeration time,Total time,#Embeddings
patents,query_dense_24_118,ORBIT,18.35923931,3.66953098,0.00020442,177.2440166,199.27299131,6240919125
patents,query_dense_4_142,VF2++,12.53962272,0.28443561,6.627e-05,0.01456081,12.83868541,15767
patents,query_dense_4_46,DPiso,9.83014059,0.22823874,5.807e-05,0.00220652,10.060643919999999,487
patents,query_dense_16_136,GraphQL,9.39346496,0.91172574,2.749e-05,0.53703646,10.84225465,1348
patents,query_dense_32_116,DPiso,11.23132548,0.86690728,0.00047644,543.41139924,555.5101084400001,17072647644
patents,query_dense_16_77,ORBIT,9.4742406,1.86185244,5.275e-05,9.14696409,20.48310988,464457551
patents,query_dense_4_132,VF2++,12.56461296,0.29438852,5.821e-05,0.00870677,12.86776646,2310
patents,query_dense_24_76,ORBIT,11.11927543,2.3312247,8.067e-05,4.73711695,18.187697749999998,81665649
patents,query_sparse_24_119,TurboISO,8.40397967,0.33924061,0.00047004,74.06493066,82.80862098,4516740745
patents,query_dense_16_192,ORBIT,11.89495844,1.99059672,5.193e-05,0.41393314,14.299540229999998,16106152
patents,query_dense_8_34,TurboISO,9.8744735,0.32974804,7.289e-05,0.00332596,10.20762039,7998
patents,query_dense_4_87,VF2++,11.4727341,0.30852241,5.935e-05,0.00739915,11.78871501,110940
patents,query_dense_8_165,GraphQL,9.81742417,0.54770894,2.334e-05,4.80896091,15.17411736,18336
patents,query_sparse_16_100,VF2++,11.51461695,0.62995373,8.114e-05,1.41498218,13.559634000000003,79256
patents,query_dense_16_164,GraphQL,10.91203674,0.89179391,2.728e-05,0.00581114,11.80966907,26
patents,query_sparse_32_56,DPiso,10.79376577,1.06441079,0.00085084,0.01126788,11.87029528,4
patents,query_dense_32_161,VF2++,11.10525103,1.11829085,0.00010299,1.52701845,13.75066332,1368
patents,query_sparse_16_190,TurboISO,9.71675781,0.30693435,0.00019008,297.30455559,307.32843783,25181921242
patents,query_dense_16_135,TurboISO,9.90748226,0.26711777,0.000156,2.4176204,12.592376430000002,165077332
patents,query_dense_8_51,TurboISO,9.90115014,0.18852749,6.936e-05,0.00325353,10.09300052,7777
patents,query_dense_16_133,ORBIT,10.49419167,1.94041889,5.008e-05,0.82289939,13.257560029999999,43978398
patents,query_dense_32_15,VF2++,10.83797296,1.17319195,9.116e-05,0.00398778,12.01524385,12
patents,query_dense_24_61,TurboISO,10.1498052,0.38569547,0.0001694,0.01554296,10.55121303,28
patents,query_dense_8_84,TurboISO,11.4585165,0.33186024,8.367e-05,0.00549853,11.79595894,9826
patents,query_dense_16_60,ORBIT,9.65860917,1.8000913,5.61e-05,0.00187083,11.4606274,32
patents,query_dense_4_102,VF2++,8.5294848,0.2767409,4.979e-05,0.01025376,8.81652925,17925
patents,query_dense_16_156,ORBIT,10.38739505,2.0003758,5.411e-05,0.00609508,12.393920040000001,261635
patents,query_sparse_16_24,ORBIT,11.88737054,2.07544697,5.234e-05,0.02248428,13.98535413,1910695
patents,query_dense_24_186,VF2++,9.74515851,0.82279031,8.092e-05,1.40117404,11.96920378,2
patents,query_dense_8_88,GraphQL,10.57206908,0.52395893,2.461e-05,12.22891063,23.324963250000003,6071046
patents,query_dense_16_2,DPiso,10.80555825,0.61857414,0.0001002,0.00861223,11.432844820000001,374988
patents,query_dense_24_74,VF2++,11.63484405,0.84593961,8.405e-05,0.0139087,12.49477641,2
patents,query_sparse_8_112,ORBIT,11.52704144,1.58825122,4e-05,0.00185086,13.11718352,40114
patents,query_sparse_8_100,TurboISO,10.49135655,0.3524859,0.00012431,0.00312116,10.84708792,21887
patents,query_sparse_16_66,VF2++,10.77050434,0.71029432,9.719e-05,3.56906763,15.049963480000002,21964321
patents,query_sparse_16_42,DPiso,8.88719421,0.52102896,0.00029239,7.09403011,16.502545670000003,105387360
patents,query_sparse_16_21,VF2++,10.72229264,0.66371417,0.00010632,4.15445052,15.54056365,243774414
patents,query_dense_8_58,VF2++,9.75724121,0.44834148,7.62e-05,0.0037217,10.20938059,1813
patents,query_sparse_16_149,ORBIT,9.70262571,1.82830836,4.859e-05,31.745777,43.276759659999996,2463786136
patents,query_sparse_16_72,TurboISO,11.34469287,0.37306058,0.00016241,56.64080372,68.35871958,2963369288
patents,query_dense_8_178,TurboISO,9.73145769,0.34802413,7.593e-05,0.00433872,10.08389647,20528
patents,query_sparse_8_39,DPiso,10.45438984,0.43362445,0.00034961,0.00774004,10.89610394,181009
patents,query_dense_24_127,ORBIT,9.73445663,2.09901391,7.818e-05,182.16637898,193.9999277,18934631326
patents,query_dense_8_195,ORBIT,11.11518129,1.67892522,3.934e-05,0.00087053,12.795016380000002,13595
patents,query_sparse_16_89,VF2++,10.82028252,0.68890158,9.371e-05,3.14820442,14.65748223,291311104
patents,query_dense_8_107,TurboISO,10.94312268,0.37812772,6.733e-05,0.06167775,11.38299548,406410
patents,query_dense_32_8,DPiso,11.25285281,1.56396127,0.00038547,18.77260101,31.58980056,310804
patents,query_sparse_8_177,TurboISO,10.47869583,0.3409881,9.723e-05,0.00447297,10.82425413,47639
patents,query_sparse_8_23,GraphQL,9.99453908,0.57908497,2.318e-05,3.03453612,13.60818335,20679
patents,query_dense_8_113,ORBIT,10.69474155,1.56920316,3.445e-05,0.00061573,12.26459489,99
patents,query_sparse_8_20,DPiso,11.20158171,0.51628751,0.00014438,0.04662363,11.764637229999998,86199
patents,query_dense_24_13,DPiso,9.79647254,0.83614941,0.00058857,9.41423932,20.04744984,781715516
patents,query_dense_16_103,TurboISO,9.71580809,0.32615763,0.00014953,0.00290994,10.04502519,88
patents,query_dense_8_163,TurboISO,10.53309834,0.37746288,6.178e-05,0.00817303,10.91879603,2623
patents,query_dense_8_185,TurboISO,9.81579086,0.32298582,7.499e-05,0.00289455,10.14174622,23824
patents,query_dense_8_124,TurboISO,9.92486975,0.38099304,0.00010731,0.00401044,10.30998054,6297
patents,query_sparse_8_147,VF2++,9.55695718,0.45707571,6.235e-05,0.10555361,10.119648849999999,23890
patents,query_dense_4_53,ORBIT,9.74434404,1.48673976,3.1e-05,0.00539485,11.23650965,121479
patents,query_dense_32_108,TurboISO,10.80760768,0.27129272,0.00013203,1.44017025,12.51920268,840
patents,query_dense_16_67,DPiso,9.82049672,0.74037842,0.00033381,0.17778438,10.738993330000001,14056435
patents,query_dense_8_111,DPiso,9.73505354,0.38616487,4.804e-05,0.00270017,10.12396662,1254
patents,query_sparse_16_111,GraphQL,10.35507651,0.88151153,2.621e-05,1276.44958223,1287.68619648,19957068
patents,query_dense_4_72,DPiso,10.40162566,0.22769386,0.0003834,0.00678959,10.636492510000002,10640
patents,query_dense_8_176,ORBIT,9.49963359,1.5167488,3.548e-05,0.00108915,11.01750702,9559
patents,query_dense_16_173,ORBIT,10.49163621,1.88959717,6.24e-05,0.08041168,12.461707459999998,5339630
patents,query_dense_16_99,DPiso,9.82552048,0.60723501,0.00020568,0.67196087,11.10492204,6341124
patents,query_sparse_24_141,VF2++,9.70743597,0.92858546,7.661e-05,0.199175,10.835273040000002,9476560
patents,query_sparse_16_78,VF2++,12.33747918,0.67736556,7.935e-05,0.45358873,13.46851282,6009870
patents,query_sparse_8_106,TurboISO,9.91132838,0.35801475,0.0001135,0.02376711,10.29322374,708398
patents,query_dense_24_13,VF2++,11.43895755,0.88336836,8.303e-05,10.23089576,22.553304699999998,781715516
patents,query_dense_24_33,VF2++,11.02836419,0.89313432,7.995e-05,24.95055353,36.87213199,328
patents,query_sparse_16_135,VF2++,9.25262067,0.6806057,8.201e-05,9.96616449,19.89947287,822345195
patents,query_dense_4_111,ORBIT,9.46947433,1.54236495,2.81e-05,0.0054507,11.01731808,123191
patents,query_sparse_16_1,TurboISO,11.47529021,0.33381466,0.00018202,6.24477487,18.05406176,532438272
patents,query_sparse_16_25,DPiso,10.06124632,0.46243178,0.00022731,0.14043556,10.66434097,7576316
patents,query_dense_32_199,DPiso,11.77005926,1.06981263,0.00017264,0.00241617,12.8424607,24
patents,query_sparse_16_125,ORBIT,9.72217424,1.91814501,5.457e-05,1.01798185,12.658355669999999,38206966
patents,query_dense_8_162,TurboISO,9.88332806,0.31945011,6.296e-05,0.00402018,10.206861309999999,39400
patents,query_sparse_8_142,GraphQL,11.0042855,0.6056709,2.218e-05,5.48511166,17.09509024,23011
patents,query_dense_32_155,ORBIT,10.39126333,2.20655868,0.00012067,0.00101829,12.598960969999998,2336
patents,query_dense_32_22,TurboISO,10.5073157,0.12701729,5.736e-05,0.09489332,10.72928367,103680
patents,query_sparse_8_51,ORBIT,9.37950635,1.52336148,3.319e-05,0.00192668,10.9048277,64058
patents,query_dense_4_115,ORBIT,10.77934967,1.50343801,2.958e-05,0.00143779,12.28425505,9614
patents,query_dense_32_43,ORBIT,9.85375611,2.32645735,0.00010823,1110.27201803,1122.45233972,22967363552
patents,query_dense_24_27,ORBIT,10.97864974,2.21412635,8.622e-05,7.06800549,20.2608678,451652324
patents,query_dense_16_53,DPiso,9.91163955,0.59255477,0.00037963,17.69934516,28.20391911,469207189
patents,query_dense_16_152,ORBIT,10.59594739,1.83194239,6.28e-05,0.0005523,12.42850488,1
patents,query_dense_16_163,ORBIT,10.79417954,1.87829224,6.031e-05,0.00055036,12.67308245,36
patents,query_dense_4_17,VF2++,11.29828038,0.2964546,6.493e-05,0.00819777,11.602997680000001,10382
patents,query_dense_24_150,GraphQL,11.47713131,1.25974678,3.167e-05,0.00425404,12.7411638,1
patents,query_dense_4_162,ORBIT,9.64941826,1.55067297,2.994e-05,0.00553245,11.205653619999998,108029
patents,query_sparse_16_75,TurboISO,9.61303723,0.34088289,0.00016917,0.31852978,10.27261907,21205770
patents,query_dense_32_123,DPiso,10.08662167,1.01625482,0.00052928,0.21799845,11.32140422,9332473
patents,query_dense_32_191,TurboISO,9.4718739,0.3182102,0.00034532,0.03041749,9.820846909999998,69288
patents,query_sparse_8_99,TurboISO,9.76338267,0.3924321,0.00011546,0.00887595,10.164806180000001,134243
patents,query_dense_32_71,GraphQL,10.07598853,1.55730205,3.312e-05,17.06578952,28.69911322,96
patents,query_dense_16_24,DPiso,10.74116959,0.79410755,0.00043556,0.00235878,11.53807148,18
patents,query_dense_4_3,DPiso,10.7636011,0.22216207,0.00082366,0.0067177,10.99330453,112690
patents,query_dense_16_165,DPiso,16.72427576,0.96039453,0.00058708,0.84295558,18.52821295,43944208
patents,query_sparse_8_163,DPiso,11.00085675,0.45624982,0.0001008,0.01307431,11.470281680000001,16418
patents,query_dense_24_4,TurboISO,10.02344386,0.34941277,0.00032767,718.31954885,728.6927331500001,48016728994
patents,query_sparse_16_174,VF2++,11.69019733,0.68404413,8e-05,3.95808083,16.33240229,68105976
patents,query_dense_4_105,GraphQL,11.55661029,0.38623921,2.453e-05,7.8993085,19.84218253,15495
patents,query_dense_24_187,DPiso,9.72721546,0.74656466,5.907e-05,0.02597275,10.49981194,2
patents,query_dense_24_34,GraphQL,10.24473762,1.23232619,2.866e-05,0.78433715,12.261429620000001,2
patents,query_sparse_24_143,TurboISO,9.60167612,0.44623429,0.00029424,201.54912784,211.59733249,11718055538
patents,query_dense_32_154,GraphQL,9.74343086,1.53861196,3.347e-05,33.08967795,44.37175424,70094
patents,query_dense_8_100,GraphQL,10.75732031,0.55992098,2.38e-05,0.05991727,11.377182359999999,6824
patents,query_dense_16_94,ORBIT,11.09796836,1.92609135,5.558e-05,0.00057382,13.024689109999999,200
patents,query_dense_8_114,GraphQL,10.5180756,0.58046296,2.473e-05,0.03785125,11.136414539999999,398
patents,query_dense_32_18,GraphQL,11.36307965,1.60853214,3.089e-05,499.3720075,512.3436501799999,62
patents,query_dense_24_56,VF2++,11.00653593,0.9268468,8.225e-05,430.85675364,442.79021862,40010543644
patents,query_dense_16_15,GraphQL,9.46175697,0.7451966,2.596e-05,0.00129341,10.20827294,96
patents,query_sparse_24_9,TurboISO,10.77022815,0.36249909,0.00026733,12.07189094,23.204885509999997,830785552
patents,query_dense_24_25,VF2++,9.31279123,0.86048479,6.875e-05,945.79983039,955.97317516,10668
patents,query_dense_16_195,TurboISO,10.75096536,0.34457672,0.00017662,0.0396556,11.135374299999999,2419473
patents,query_sparse_8_40,GraphQL,8.97268608,0.55047208,2.476e-05,1.50735606,11.030538980000001,42655
patents,query_sparse_24_110,DPiso,10.54970345,0.72761687,0.00078231,111.35266595,122.63076858000001,6591935678
patents,query_dense_4_120,DPiso,11.23948695,0.2685953,0.00023157,0.00849665,11.51681047,14031
patents,query_dense_16_31,DPiso,9.85661986,0.66308887,0.00018469,33.75945176,44.27934517999999,440120033
patents,query_sparse_8_160,DPiso,10.78256967,0.47098652,0.00031924,0.00420948,11.258084910000001,20091
patents,query_dense_24_106,GraphQL,11.66516574,1.21936958,2.83e-05,0.38356866,13.268132280000001,3510
patents,query_dense_8_92,TurboISO,9.64902655,0.23624613,6.988e-05,0.00350687,9.88884943,2684
patents,query_sparse_16_93,DPiso,9.73563051,0.56834906,0.00033924,0.39081003,10.69512884,15379183
patents,query_dense_16_77,VF2++,11.15594024,0.7092059,8.746e-05,35.19188732,47.05712092,464457551
patents,query_sparse_24_196,VF2++,10.00033962,0.88412638,8.403e-05,28.67282621,39.557376239999996,1909272012
patents,query_dense_16_191,TurboISO,10.03710191,0.36532002,0.00010845,0.03042147,10.432951850000002,2
patents,query_dense_32_37,DPiso,11.45240612,0.93667802,0.00037425,0.00290284,12.39236123,32
patents,query_dense_8_44,GraphQL,9.53910304,0.57304756,2.643e-05,0.08524866,10.19742569,7913
patents,query_sparse_16_68,DPiso,11.3457384,0.71574647,0.00055461,19.25814488,31.32018436,1227254931
patents,query_sparse_24_150,DPiso,11.11231512,0.91070496,0.00057416,59.33570425,71.35929849,676611223
patents,query_dense_8_44,TurboISO,9.4182171,0.31071698,6.065e-05,0.00287809,9.73187282,7913
patents,query_dense_4_140,ORBIT,10.44392254,1.47990611,3.105e-05,0.00557297,11.92943267,115283
patents,query_dense_8_90,DPiso,10.18918917,0.37268666,6.736e-05,0.00214371,10.5640869,717
patents,query_dense_4_141,DPiso,9.73534051,0.19148321,0.00086049,0.00623011,9.933914320000001,109345
patents,query_dense_16_193,DPiso,10.46194263,0.61265369,0.00015249,0.19796653,11.27271534,2949852
patents,query_dense_16_172,DPiso,9.95011115,0.90097523,0.00014121,0.07919522,10.930422810000001,49642
patents,query_sparse_8_188,DPiso,10.06563133,0.47575778,0.00035338,0.04223922,10.583981710000002,46329
patents,query_dense_32_45,TurboISO,10.17353988,0.33420572,0.00020064,0.00192783,10.509874069999999,7
patents,query_sparse_16_153,VF2++,10.94872158,0.68977292,9.173e-05,329.65010503,341.28869126,7390570523
patents,query_dense_4_71,ORBIT,11.39564909,1.48338696,4.915e-05,0.00231989,12.881405090000001,17958
patents,query_dense_16_36,ORBIT,11.09618669,1.85905235,5.985e-05,0.03191486,12.98721375,1271791
patents,query_dense_4_40,DPiso,11.04229693,0.28266626,6.586e-05,0.00361669,11.328645739999997,575
patents,query_sparse_8_105,TurboISO,10.53662838,0.34772073,0.00010437,0.00398123,10.888434710000002,48247
patents,query_sparse_32_86,ORBIT,11.02739405,2.67037511,8.803e-05,0.00071667,13.69857386,0
patents,query_dense_32_68,VF2++,10.08046168,1.13758376,9.117e-05,0.00637004,11.22450665,300
patents,query_sparse_16_66,ORBIT,10.53424275,1.92138729,5.209e-05,0.26427396,12.719956090000002,21964321
patents,query_sparse_8_17,DPiso,9.76633459,0.39964724,0.00043526,0.04615157,10.212568659999999,135677
patents,query_dense_32_193,ORBIT,10.85974758,2.42200652,0.00012695,0.00059079,13.282471840000001,160
patents,query_dense_4_116,TurboISO,10.99680192,0.28100242,9.433e-05,0.00621765,11.284116319999999,10734
patents,query_dense_16_185,TurboISO,9.4932968,0.22680204,8.711e-05,2.97626584,12.696451790000001,62762033
patents,query_dense_24_99,TurboISO,10.71683202,0.29771093,0.00014457,0.00254013,11.017227649999999,117
patents,query_dense_24_92,TurboISO,10.9016311,0.10697579,4.574e-05,0.0039125,11.012565129999999,288
patents,query_dense_8_71,GraphQL,9.41884196,0.55690742,2.393e-05,0.83780369,10.813576999999999,16193
patents,query_dense_24_33,ORBIT,10.48747348,2.22133272,7.707e-05,0.00062434,12.70950761,328
patents,query_dense_16_130,GraphQL,10.42197325,0.91044142,2.42e-05,1211.51152009,1222.84395896,4760821
patents,query_dense_4_70,GraphQL,10.71698886,0.32682136,4.576e-05,1.07447131,12.118327290000002,2068
patents,query_sparse_8_167,TurboISO,9.76505403,0.36009762,0.00010409,0.13630167,10.26155741,2608239
patents,query_dense_4_78,TurboISO,9.4055759,0.39506794,0.00028748,0.00580101,9.806732330000003,115761
patents,query_dense_4_38,ORBIT,10.25615441,1.49131714,3.115e-05,0.00094027,11.74844297,2350
patents,query_dense_32_132,TurboISO,12.5416424,0.42936794,0.000398,0.00795775,12.979366090000001,120
patents,query_dense_16_5,TurboISO,9.56372412,0.3069596,0.00014188,0.0885328,9.9593584,1759970
patents,query_sparse_16_170,ORBIT,10.5898264,1.96360418,5.418e-05,1.67168267,14.225167429999999,97942615
patents,query_dense_4_80,VF2++,12.46473287,0.29983749,8.091e-05,0.01044471,12.77509598,116247
patents,query_dense_4_97,ORBIT,10.75154333,1.51679669,2.98e-05,0.00238316,12.270752980000001,17193
patents,query_sparse_16_31,VF2++,11.78016754,0.66921942,7.663e-05,179.50139587,191.95085946,9753813680
patents,query_dense_4_157,VF2++,10.20258166,0.29941884,5.274e-05,0.00644471,10.508497949999999,2266
patents,query_dense_32_37,GraphQL,11.73938586,1.60922876,3.401e-05,0.05345226,13.402100890000002,32
patents,query_sparse_16_29,GraphQL,9.77225843,0.95072522,2.476e-05,190.08859925,200.81160766,9271449
patents,query_dense_24_91,VF2++,9.83564656,0.91653278,7.581e-05,5.81364702,16.56590217,2983970
patents,query_sparse_16_100,ORBIT,9.42421075,1.83221926,5.325e-05,0.00211167,11.258594930000001,79176
patents,query_dense_32_64,GraphQL,10.80410576,1.61183599,3.263e-05,962.62915803,975.04513241,280
patents,query_dense_8_199,GraphQL,10.86413511,0.52930355,2.262e-05,0.00512096,11.398582239999998,384
patents,query_dense_16_82,DPiso,10.1866612,0.68930096,0.00031804,0.67239216,11.54867236,36768693
patents,query_dense_24_196,VF2++,11.25509104,0.84859917,8.059e-05,0.02372533,12.127496129999999,4
patents,query_sparse_24_85,VF2++,10.84919295,0.92697788,8.629e-05,50.4825613,62.258818420000004,94526473
patents,query_dense_32_48,DPiso,11.45777922,1.6196131,0.00022541,37.02991991,50.10753764,82001664
patents,query_dense_32_57,ORBIT,9.74923098,2.44203519,0.00011864,0.00063948,12.19202429,1456
patents,query_dense_32_2,GraphQL,10.31530004,1.5834063,3.373e-05,6.36447745,18.26321752,48
patents,query_dense_8_35,VF2++,10.77407736,0.43577792,6.473e-05,0.00720599,11.217125999999999,508
patents,query_sparse_24_10,ORBIT,10.85030128,2.22193981,8.048e-05,1169.46545671,1182.5377782799999,94592446936
patents,query_dense_24_9,TurboISO,11.20896874,0.34616966,0.0002128,0.69221548,12.247566679999998,740604
patents,query_dense_24_20,TurboISO,10.4331562,0.2555295,0.00017006,0.04942035,10.738276110000001,2697552
patents,query_dense_24_8,DPiso,10.12379688,0.83914565,0.0001461,287.69629322,298.65938185,7680
patents,query_dense_24_114,VF2++,11.07384421,0.94865563,8.573e-05,0.03486777,12.05745334,429
patents,query_sparse_16_154,TurboISO,9.50566035,0.36062267,0.00020272,0.00341475,9.86990049,7960
patents,query_sparse_16_59,DPiso,10.6143445,0.64834789,0.00068465,0.75705065,12.02042769,51331192
patents,query_dense_16_73,GraphQL,9.19206937,0.81354852,3.157e-05,0.01617823,10.02182769,15040
patents,query_dense_4_121,TurboISO,10.01316393,0.34944067,0.0001919,0.00847821,10.37127471,19292
patents,query_dense_8_8,ORBIT,9.41619435,1.566309,3.628e-05,0.00080123,10.98334086,1907
patents,query_dense_16_168,VF2++,10.8700579,0.72390759,0.00010249,0.18862232,11.7826903,3822060
patents,query_sparse_16_48,TurboISO,9.72180913,0.3815874,0.0001585,2.37664485,12.48019988,121625337
patents,query_sparse_8_150,TurboISO,9.50160668,0.34800986,8.786e-05,0.15582441,10.00552881,1190286
patents,query_dense_32_50,ORBIT,11.06371148,2.26649233,0.00013824,0.00114457,13.33148662,1296
patents,query_sparse_16_162,VF2++,9.77648187,0.71285118,7.933e-05,18.01464903,28.50406141,1136718595
patents,query_dense_24_65,VF2++,9.52338805,0.83902613,7.011e-05,302.27669575,312.63918004,3918788572
patents,query_dense_24_154,DPiso,11.35023448,0.99135993,0.00038849,0.00191292,12.34389582,16
patents,query_dense_24_24,GraphQL,9.39653788,1.17588762,3.042e-05,35.82537613,46.397832050000005,56
patents,query_dense_24_177,TurboISO,9.80146893,0.34470914,0.00012534,1.60103509,11.747338500000001,4257792
patents,query_dense_16_70,DPiso,9.48107861,0.80863131,0.00026816,80.37287137,90.66284945,209219075
patents,query_sparse_8_150,ORBIT,10.13941805,1.78370112,3.544e-05,0.01392892,11.937083529999999,1190286
patents,query_dense_16_123,GraphQL,10.36723715,0.9427879,2.708e-05,0.00503616,11.31508829,4
patents,query_dense_4_120,GraphQL,11.2833503,0.36995544,2.403e-05,7.59600886,19.24933863,14031
patents,query_dense_24_99,ORBIT,9.80521411,2.0555284,8.017e-05,0.00059225,11.86141493,117
patents,query_dense_4_98,VF2++,12.53712487,0.28505566,6.947e-05,0.0177419,12.8399919,116896
patents,query_dense_8_184,GraphQL,9.71189894,0.57613106,2.444e-05,0.32845118,10.61650562,19696
patents,query_sparse_8_175,TurboISO,10.5732114,0.31255712,9.645e-05,0.00589286,10.891757829999998,125358
patents,query_dense_32_32,DPiso,9.75736475,0.62180309,0.00030813,0.03739936,10.416875330000002,480
patents,query_dense_8_20,GraphQL,9.58040427,0.50531852,2.284e-05,0.00497062,10.09071625,234
patents,query_sparse_16_173,DPiso,9.95661745,0.49932388,0.00041113,0.55006258,11.00641504,45033921
patents,query_sparse_16_82,VF2++,12.02857768,0.68501969,8.227e-05,22.4689283,35.182607940000004,1182897015
patents,query_dense_32_44,VF2++,11.34462837,1.11779117,9.34e-05,1095.43889837,1107.90141131,8
patents,query_sparse_16_119,VF2++,11.19677261,0.69315279,0.00010243,794.33032889,806.22035672,4022929643
patents,query_sparse_24_2,ORBIT,9.32723842,1.98508434,8.358e-05,44.45583148,55.76823782,4763510165
patents,query_dense_16_80,VF2++,11.66846869,0.6847055,8.274e-05,2.74369617,15.096953099999999,1871
patents,query_dense_24_65,DPiso,9.87759939,0.80706469,0.00028481,222.87269185,233.55764074,3918788572
patents,query_dense_16_51,DPiso,12.50778153,0.7732487,0.00016761,0.48861579,13.769813630000002,13611795
patents,query_sparse_24_124,VF2++,9.63930331,0.90047853,7.57e-05,1243.92847518,1254.46833272,78342799991
patents,query_sparse_16_76,ORBIT,11.06822031,2.04818069,4.525e-05,2.12197154,15.23841779,259486718
patents,query_dense_32_183,TurboISO,11.03453288,0.38825445,0.00032382,0.02494893,11.448060080000001,8
patents,query_dense_4_155,TurboISO,10.9342381,0.36757091,0.00032468,0.00719569,11.30932938,111086
patents,query_dense_4_171,TurboISO,9.75726103,0.33310958,8.867e-05,0.00509533,10.09555461,10328
patents,query_dense_8_82,DPiso,12.60824579,0.61873936,0.00022919,0.00343855,13.23065289,6419
patents,query_dense_4_107,DPiso,11.60924354,0.24695378,0.00088245,0.00645769,11.86353746,113551
patents,query_dense_8_126,VF2++,9.7909869,0.47731096,6.403e-05,0.00829579,10.276657680000001,5125
patents,query_dense_32_26,VF2++,9.72798996,1.12536397,9.354e-05,0.04319833,10.8966458,576
patents,query_dense_32_55,VF2++,9.83005656,1.13564707,8.739e-05,0.57198968,11.537780699999999,10
patents,query_dense_4_126,DPiso,9.71367401,0.18950121,0.00081195,0.00626771,9.910254879999998,110235
patents,query_dense_8_117,ORBIT,10.21015535,1.46950044,5.592e-05,0.00071343,11.68042514,981
patents,query_dense_4_57,TurboISO,10.98101972,0.34879276,0.00019757,0.0094927,11.33950275,18506
patents,query_sparse_16_17,VF2++,10.80936221,0.69992406,9.13e-05,6.31075299,17.82013056,497560826
patents,query_sparse_16_193,VF2++,11.14420828,0.69947826,8.748e-05,51.02087803,62.86465205,1548917835
patents,query_dense_16_81,ORBIT,10.56225381,1.94749591,4.637e-05,0.00070071,12.5104968,3434
patents,query_sparse_16_96,GraphQL,9.73020657,0.91923179,2.519e-05,467.23085122,477.88031477,7492505
patents,query_sparse_16_97,ORBIT,9.92381367,1.89411617,4.91e-05,249.97610974,261.79408868,25428373868
patents,query_dense_24_21,ORBIT,10.90110038,2.15452468,8.726e-05,2.8482625,15.903974820000002,212704864
patents,query_dense_8_152,GraphQL,9.43850682,0.5383767,2.22e-05,0.04125888,10.018164600000002,2195
patents,query_dense_24_188,VF2++,9.88978833,0.91792109,8.024e-05,9.17329049,19.98108015,4526520
patents,query_dense_4_94,VF2++,9.50278113,0.32860288,6.673e-05,0.01113022,9.842580960000001,119265
patents,query_dense_8_62,GraphQL,9.63724022,0.58054876,2.208e-05,3.11209436,13.329905420000001,8592
patents,query_sparse_16_20,VF2++,9.70748371,0.69594917,7.851e-05,8.99928562,19.40279701,286506068
patents,query_sparse_24_71,VF2++,9.46436782,0.93302714,9.792e-05,152.21104478,162.60853766,14918928546
patents,query_dense_24_161,DPiso,10.76996063,1.05908867,0.00014885,592.4100845,604.2392826500001,7694569705
patents,query_dense_8_50,TurboISO,9.45902234,0.3793398,6.84e-05,0.19176549,10.03019603,1801537
patents,query_dense_16_147,ORBIT,16.29000848,3.11216431,5.665e-05,2.12261767,21.524847110000003,45395567
patents,query_dense_24_47,GraphQL,9.48511027,1.20840336,2.9e-05,0.00360731,10.69714994,34
patents,query_dense_24_124,TurboISO,9.93620282,0.31544872,0.00012573,2.98546342,13.237240690000002,111717520
patents,query_dense_4_156,VF2++,14.68381696,0.47352975,4.767e-05,0.02029734,15.177691720000002,10523
patents,query_sparse_32_136,ORBIT,11.14798917,2.54171364,0.00012803,0.00581415,13.695644990000002,50520
patents,query_sparse_8_169,DPiso,10.08415597,0.43186591,0.00028697,0.14466939,10.66097824,1680838
patents,query_sparse_8_140,DPiso,9.80511348,0.3742255,0.00012487,0.00510443,10.184568279999999,26253
patents,query_sparse_8_131,VF2++,10.43567885,0.46076219,5.869e-05,0.11951236,11.01601209,2154270
patents,query_dense_4_7,VF2++,9.83936992,0.30227228,5.588e-05,0.01082871,10.15252679,110114
patents,query_dense_4_187,TurboISO,10.47423339,0.30053061,0.00019398,0.00926366,10.78422164,16286
patents,query_dense_4_1,TurboISO,11.5693274,0.35636017,0.00033111,0.00627733,11.93229601,118088
patents,query_sparse_8_112,GraphQL,9.56024832,0.54320291,2.475e-05,0.7745056,10.877981579999998,40114
patents,query_sparse_16_10,TurboISO,10.02458248,0.3473459,0.00017477,2.66680507,13.03890822,203773826
patents,query_dense_16_103,DPiso,9.87222921,0.65527891,0.00046638,0.00240188,10.530376380000002,88
patents,query_dense_32_142,TurboISO,9.8933853,0.32171209,0.00026022,436.87070026,447.08605787,9379162336
patents,query_dense_8_184,TurboISO,9.88764241,0.26033159,0.00010047,0.00397664,10.152051109999999,19696
patents,query_dense_4_157,ORBIT,10.4571197,1.44469189,4.08e-05,0.00103397,11.90288636,2260
patents,query_dense_8_89,VF2++,9.47571752,0.46130111,7.257e-05,0.01201736,9.94910856,38376
patents,query_sparse_16_140,TurboISO,9.69164653,0.28901601,0.00019267,0.17174339,10.1525986,14355193
patents,query_dense_16_143,VF2++,9.45508052,0.65630657,8.621e-05,0.00680534,10.118278639999998,8
patents,query_dense_16_54,TurboISO,9.61247977,0.40327811,0.00013968,0.11153028,10.127427840000001,10780243
